p_index_int,"p_index_text","old_print_index","acc_txt","namAut","shTitle"
1091,"1091","1091","4062","GREEN, ENOCH","Unfit for Heaven"
1092,"1092","1092","242","HARDING, ROBERT","Danger of impenitence, On the"
1093,"1093","1093","245","HARDING, ROBERT","Funeral Sermon Preached By the Reverend Father Robert Harding, A"
1094,"1094","1094","244","HARDING, ROBERT","Hope in God, On"
1095,"1095","1095","243","HARDING, ROBERT","Preparation for Death, On"
1096,"1096","1096","891","HARRIS, MATTHIAS","Nature of God, On the"
1097,"1097","1097","991c","HART, OLIVER","Charge to the Newly Ordained, A"
1098,"1098","1098","988","HART, OLIVER","Discourses Delivered in Charleston"
1099,"1099","1099","991b","HART, OLIVER","Lord Day Aft:"
1100,"1100","1100","990","HART, OLIVER","Lord's Day"
1101,"1101","1101","989","HART, OLIVER","Lord's Day Morn:"
1102,"1102","1102","991a","HART, OLIVER","Lord's Day Morn:"
1103,"1103","1103","987","HART, OLIVER","Sermon notes on the books of Timothy"
1104,"1104","1104","991","HART, OLIVER","Two sermons and a charge to two newly ordained ministers"
1105,"1105","1105","995","HEMPHILL, JOHN","Lecture delivered at Marsh creek January 8th. 1794, A"
1106,"1106","1106","993","HEMPHILL, JOHN","Our fellowship is with the Father & with his son"
1107,"1107","1107","996","HEMPHILL, JOHN","Peace I leave with you"
1108,"1108","1108","997","HEMPHILL, JOHN","Sermon on Psal. 118, 2d, A"
1109,"1109","1109","994","HEMPHILL, JOHN","Sermon on Romans 7th 18th, A"
1110,"1110","1110","880a","[HINDMAN, JACOB H.]","Sermon on the World"
1111,"1111","1111","880b","[HINDMAN, JAMES]","Sermon on the World"
1112,"1112","1112","11 ","HOLMES, ABIEL ","Humility and Prayer, On "
1113,"1113","1113","1028","HOLMES, ABIEL","Sermon occasioned by the death of Deacon Thomas Quarterman"
1114,"1114","1114","1027","HOLMES, ABIEL","Sermon on Acts X, 33"
1115,"1115","1115","892","[HUMPHREYS, JOHN V.]","Bordley Funeral Sermon"
1116,"1116","1116","249","HUNTER, GEORGE","Assumption, On the"
1117,"1117","1117","250","HUNTER, GEORGE","Danger of relapsing into former Sins, On ye"
1118,"1118","1118","248","HUNTER, GEORGE","Faith, On"
1119,"1119","1119","252","HUNTER, GEORGE","Hope, On"
1120,"1120","1120","251","HUNTER, GEORGE","Judgment, On"
1121,"1121","1121","246","HUNTER, GEORGE","Sacred Heart, On the"
1122,"1122","1122","247","HUNTER, GEORGE","St. Ignatius, On"
1123,"1123","1123","253","HUNTER, WILLIAM","Pentecost Day, On"
1124,"1124","1124","262","JENKINS, AUGUSTINE","Accessory to others sins, On being"
1125,"1125","1125","276","JENKINS, AUGUSTINE","Care of salvation, On the"
1126,"1126","1126","278","JENKINS, AUGUSTINE","Commandment, On the 3rd."
1127,"1127","1127","260","JENKINS, AUGUSTINE","Communion, On"
1128,"1128","1128","273","JENKINS, AUGUSTINE","Creed, On the "
1129,"1129","1129","263","JENKINS, AUGUSTINE","Creed, On the 10th Article of the "
1130,"1130","1130","272","JENKINS, AUGUSTINE","Creed, On the second article of the"
1131,"1131","1131","255","JENKINS, AUGUSTINE","Difficulty of Salvation, On the"
1132,"1132","1132","258","JENKINS, AUGUSTINE","Dispositions for confession"
1133,"1133","1133","279","JENKINS, AUGUSTINE","Eleventh and twelfth articles of the Creed, On the"
1134,"1134","1134","259","JENKINS, AUGUSTINE","Epiphany, On the"
1135,"1135","1135","275","JENKINS, AUGUSTINE","Eternity"
1136,"1136","1136","274","JENKINS, AUGUSTINE","Faith"
1137,"1137","1137","277","JENKINS, AUGUSTINE","Faith"
1138,"1138","1138","268","JENKINS, AUGUSTINE","First Commandment, On the"
1139,"1139","1139","267","JENKINS, AUGUSTINE","Increase in grace, On"
1140,"1140","1140","254","JENKINS, AUGUSTINE","Judgment"
1141,"1141","1141","264","JENKINS, AUGUSTINE","Life everlasting"
1142,"1142","1142","271","JENKINS, AUGUSTINE","Mortification of Passions"
1143,"1143","1143","266","JENKINS, AUGUSTINE","Palm Sunday, On"
1144,"1144","1144","269","JENKINS, AUGUSTINE","Passion, On the"
1145,"1145","1145","261","JENKINS, AUGUSTINE","Relapse, On"
1146,"1146","1146","265","JENKINS, AUGUSTINE","Resurrection of the body, The"
1147,"1147","1147","256","JENKINS, AUGUSTINE","Serving God, On"
1148,"1148","1148","270","JENKINS, AUGUSTINE","Speedy Conversion, On"
1149,"1149","1149","257","JENKINS, AUGUSTINE","Works in sin, Of"
1150,"1150","1150","893","JOSEPH, [GOV.] WILLIAM","Sermon before General Assembly in 1689"
1151,"1151","1151","894","KER, JACOB","Ker, Sermons by Jacob "
1152,"1152","1152","950","KER, JACOB","One Thing Needful, The"
1153,"1153","1153","900","[KER, JACOB?]","Be not conformed to this world"
1154,"1154","1154","899","[KER, JACOB?]","If ye live after the flesh ye shall die"
1155,"1155","1155","901","[KER, JACOB?]","Justified by faith"
1156,"1156","1156","898","[KER, JACOB?]","We also are compassed about with so great a cloud of witnesses"
1157,"1157","1157","897","[KER, JACOB]","Children of Light instructed how to walk, The"
1158,"1158","1158","896","[KER, JACOB]","Gospel only profitable, A"
1159,"1159","1159","895","[KER, JACOB]","Wine & Milk without Money & without Price"
1160,"1160","1160","298","LEWIS, JOHN","Charity to one's enemies, On"
1161,"1161","1161","295","LEWIS, JOHN","Coming of the Holy Ghost, On the"
1162,"1162","1162","291","LEWIS, JOHN","Delaying to repent, On"
1163,"1163","1163","282","LEWIS, JOHN","Eighth Article of the Creed, On the"
1164,"1164","1164","290","LEWIS, JOHN","Epiphany, On ye"
1165,"1165","1165","289","LEWIS, JOHN","Nativity, On the"
1166,"1166","1166","283","LEWIS, JOHN","Our last end, On"
1167,"1167","1167","293","LEWIS, JOHN","Passion, On the"
1168,"1168","1168","300","LEWIS, JOHN","Passion, On the"
1169,"1169","1169","1032","LEWIS, JOHN","Penance, On"
1170,"1170","1170","285","LEWIS, JOHN","Pride, On"
1171,"1171","1171","292","LEWIS, JOHN","Purification, On ye"
1172,"1172","1172","284","LEWIS, JOHN","Sacrament of penance, On the"
1173,"1173","1173","281","LEWIS, JOHN","Sixth Article of the Creed, On the"
1174,"1174","1174","296","LEWIS, JOHN","Sixth Article of the Creed, On the"
1175,"1175","1175","297","LEWIS, JOHN","Sixth Article of the Creed, On the"
1176,"1176","1176","299","LEWIS, JOHN","Sixth Article of the Creed, On the"
1177,"1177","1177","280","LEWIS, JOHN","Third Article of the, On the"
1178,"1178","1178","294","LEWIS, JOHN","Unworthy communion, On"
1179,"1179","1179","288","LEWIS, JOHN","Use of time, On the"
1180,"1180","1180","287","LEWIS, JOHN","Venial Sin, Of"
1181,"1181","1181","286","LEWIS, JOHN","Worldliness, On"
1182,"1182","1182","306","LIVERS, ARNOLD","Lukewarm Christians, On"
1183,"1183","1183","304","LIVERS, ARNOLD","Repentance, On"
1184,"1184","1184","305","LIVERS, ARNOLD","Spirit of the world, On the"
1185,"1185","1185","307","LIVERS, ARNOLD","Word of God, On the"
1186,"1186","1186","1006","LORD, JOSEPH","Blood and Body of Christ, The"
1187,"1187","1187","999","LORD, JOSEPH","Cup of Blessing, The"
1188,"1188","1188","1004","LORD, JOSEPH","Duties Regarding the Sacrament of the Lord's Supper"
1189,"1189","1189","1005","LORD, JOSEPH","Duties Regarding the Sacrament of the Lord's Supper"
1190,"1190","1190","1008","LORD, JOSEPH","Duty in the Receiving of the Lord's Supper"
1191,"1191","1191","1001","LORD, JOSEPH","Proper Distribution of the Elements of the Sacrament of the Lord's Supper"
1192,"1192","1192","998","LORD, JOSEPH","Sermon Notes on the Lord's Supper"
1193,"1193","1193","1007","LORD, JOSEPH","Sermon on the Lord's Supper"
1194,"1194","1194","1009","LORD, JOSEPH","Sermon on the Lord's Supper"
1195,"1195","1195","1000","LORD, JOSEPH","Sermon on the Sacrament of the Lord's Supper"
1196,"1196","1196","1003","LORD, JOSEPH","Sermon on the Sacrament of the Lord's Supper"
1197,"1197","1197","1002","LORD, JOSEPH","To Whom is the Cup in the Sacrament a Cup of Blessing?"
1198,"1198","1198","931","MACRAE, [CHRISTOPHER]","Sermon on the death of Col. George Carrington"
1199,"1199","1199","308","MANNERS, MATHIAS","Doing honor to priests, On"
1200,"1200","1200","310","MANNERS, MATHIAS","Nativity, On the"
1201,"1201","1201","309","MANNERS, MATHIAS","Peace, On"
1202,"1202","1202","311","MARECHAL, AMBROSE","Seek the[e] first Kingdom of God"
1203,"1203","1203","413","MATTHEWS, IGNATIUS","Advantages of doing penance, On the"
1204,"1204","1204","406","MATTHEWS, IGNATIUS","Charity, On"
1205,"1205","1205","405","MATTHEWS, IGNATIUS","Communion, On"
1206,"1206","1206","410","MATTHEWS, IGNATIUS","Communion, On"
1207,"1207","1207","408","MATTHEWS, IGNATIUS","Good works, On"
1208,"1208","1208","403","MATTHEWS, IGNATIUS","Judgment, On"
1209,"1209","1209","407","MATTHEWS, IGNATIUS","Obedience to God, On"
1210,"1210","1210","411","MATTHEWS, IGNATIUS","Penance, On"
1211,"1211","1211","412","MATTHEWS, IGNATIUS","Penance, On"
1212,"1212","1212","404","MATTHEWS, IGNATIUS","Relapse, On"
1213,"1213","1213","409","MATTHEWS, IGNATIUS","Serving God, On"
1214,"1214","1214","669","MAURY, JAMES","But thou, when thou prayest, enter into thy Closet"
1215,"1215","1215","670","MAURY, JAMES","But thou, when thou prayest, enter into thy Closet"
1216,"1216","1216","680","MAURY, JAMES","Children, obey your Parents in the Lord"
1217,"1217","1217","677","MAURY, JAMES","Let your Requests be made known unto God"
1218,"1218","1218","672","MAURY, JAMES","Mark the perfect Man, and behold the upright"
1219,"1219","1219","676","MAURY, JAMES","Rabbi, we know, that thou art a Teacher come from God"
1220,"1220","1220","673","MAURY, JAMES","Remember now thy Creator in the Days of thy Youth"
1221,"1221","1221","674","MAURY, JAMES","Seek ye first the Kingdom of God & his Righteousness, But"
1222,"1222","1222","679","MAURY, JAMES","So then, after the Lord had spoken unto them"
1223,"1223","1223","675","MAURY, JAMES","Thy will be done on earth as it is in heaven"
1224,"1224","1224","671","MAURY, JAMES","Walk in the Spirit"
1225,"1225","1225","932a","[MAURY, WALKER]","Freedom is a blessing"
1226,"1226","1226","951","MCCORKLE, SAMUEL EUSEBIUS","Creation"
1227,"1227","1227","952","MCCORKLE, SAMUEL EUSEBIUS","Crime and Curse of Plundering, The"
1228,"1228","1228","954","MCCORKLE, SAMUEL EUSEBIUS","Sermon for the Anniversary of American Independence, A"
1229,"1229","1229","953","MCCORKLE, SAMUEL EUSEBIUS","Sermon from Deuteronomy, A"
1230,"1230","1230","957","MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Creation of Man, A"
1231,"1231","1231","955","MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Law of God, A"
1232,"1232","1232","956","MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Law of God, A"
1233,"1233","1233","933","MEACHAM, JAMES","Sermon against slavery"
1234,"1234","1234","902","[MESSENGER, JOSEPH?]","Death, On"
1235,"1235","1235","958","MILLER, ROBERT JOHNSTON","Sermon on Matthew 11, 28-30"
1236,"1236","1236","312","MOLYNEUX, RICHARD","Hearing sermons diligently, On"
1237,"1237","1237","315","MOLYNEUX, ROBERT","Ascension, On the"
1238,"1238","1238","314","MOLYNEUX, ROBERT","Ash Wednesday, On"
1239,"1239","1239","313","MOLYNEUX, ROBERT","Easter duty, On"
1240,"1240","1240","320","MOLYNEUX, ROBERT","Fasting, On"
1241,"1241","1241","319","MOLYNEUX, ROBERT","Gospel, On the"
1242,"1242","1242","318","MOLYNEUX, ROBERT","Nativity, On the"
1243,"1243","1243","316","MOLYNEUX, ROBERT","Prayer, On"
1244,"1244","1244","317","MOLYNEUX, ROBERT","Repentance, On"
1245,"1245","1245","317a","MOLYNEUX, ROBERT","Repentance, On"
1246,"1246","1246","681","MONCURE, JOHN","Fast appointed by public authority, For a"
1247,"1247","1247","468","MONCURE, JOHN","Fast Sermon Preached in 1756 on I Kings 21:29, A"
1248,"1248","1248","458","MORRIS, PETER","Nativity, On the"
1249,"1249","1249","326","MOSLEY, JOSEPH","Ascension, On the"
1250,"1250","1250","328","MOSLEY, JOSEPH","Easter Sunday, On"
1251,"1251","1251","324","MOSLEY, JOSEPH","Good Use of Time, On ye"
1252,"1252","1252","322","MOSLEY, JOSEPH","Mass, 1st Discourse on the"
1253,"1253","1253","323","MOSLEY, JOSEPH","Mass, 3rd Discourse on the"
1254,"1254","1254","1033","MOSLEY, JOSEPH","Nativity of our Lord, On ye"
1255,"1255","1255","321","MOSLEY, JOSEPH ","Sermon for ye 6th Sunday after ye Epiphany, A"
1256,"1256","1256","327","MOSLEY, JOSEPH","Sign of the Cross, On ye"
1257,"1257","1257","235v","MOSLEY, JOSEPH","St Ignatius, On"
1258,"1258","1258","325","MOSLEY, JOSEPH","St. Ignatius, On"
1259,"1259","1259","334","NEALE, BENNET","Ascension of our Lord, The"
1260,"1260","1260","330","NEALE, BENNET","Christian Charity"
1261,"1261","1261","302","NEALE, BENNET","Faith & Good Works, Upon"
1262,"1262","1262","332","NEALE, BENNET","Holy Sacrifice of Mass, Upon the"
1263,"1263","1263","335","NEALE, BENNET","Madgalain, or ye. Poenitent Sinner"
1264,"1264","1264","329","NEALE, BENNET","Passion Sermon"
1265,"1265","1265","337","NEALE, BENNET","Preparation for Death, On"
1266,"1266","1266","333","NEALE, BENNET","Resurrection, On the"
1267,"1267","1267","331","NEALE, BENNET","Retirement from Worldly affairs"
1268,"1268","1268","336","NEALE, BENNET","Self-love, On"
1269,"1269","1269","338","NEALE, HENRY","Ash Wednesday"
1270,"1270","1270","341","NEALE, HENRY","Faith, On"
1271,"1271","1271","340","NEALE, HENRY","General Judgm[en]t"
1272,"1272","1272","339","NEALE, HENRY","God's patience towards sinners, On"
1273,"1273","1273","348","NEALE, LEONARD","Charity, On"
1274,"1274","1274","349","NEALE, LEONARD","Charity, On"
1275,"1275","1275","354","NEALE, LEONARD","Condemning one's neighbor, On"
1276,"1276","1276","344","NEALE, LEONARD","Contrition, On"
1277,"1277","1277","375","NEALE, LEONARD","Easter, On"
1278,"1278","1278","372","NEALE, LEONARD","Eternity, On"
1279,"1279","1279","350","NEALE, LEONARD","Fasting, On"
1280,"1280","1280","373","NEALE, LEONARD","Fasting, On"
1281,"1281","1281","351","NEALE, LEONARD","Gluttony, On"
1282,"1282","1282","364","NEALE, LEONARD","Great commission, On the"
1283,"1283","1283","356","NEALE, LEONARD","Importance of works, On the"
1284,"1284","1284","346","NEALE, LEONARD","Judgment, On"
1285,"1285","1285","342","NEALE, LEONARD ","Marriage, On"
1286,"1286","1286","369","NEALE, LEONARD","Obedience, On"
1287,"1287","1287","361","NEALE, LEONARD","Ordination, On "
1288,"1288","1288","362","NEALE, LEONARD","Ordination, On"
1289,"1289","1289","352","NEALE, LEONARD","Passion, On the"
1290,"1290","1290","345","NEALE, LEONARD","Penance, On"
1291,"1291","1291","363","NEALE, LEONARD","Pentecost, On"
1292,"1292","1292","358","NEALE, LEONARD","Prayer, On"
1293,"1293","1293","370","NEALE, LEONARD","Preparation for Death, On"
1294,"1294","1294","357","NEALE, LEONARD","Preparation for judgment, On"
1295,"1295","1295","359","NEALE, LEONARD","Pride, On"
1296,"1296","1296","343","NEALE, LEONARD","Purification, On the"
1297,"1297","1297","374","NEALE, LEONARD","Relapse, On"
1298,"1298","1298","367","NEALE, LEONARD","Renunciation of the world, On"
1299,"1299","1299","353","NEALE, LEONARD","Repentance, On"
1300,"1300","1300","366","NEALE, LEONARD","Repentance, On"
1301,"1301","1301","376","NEALE, LEONARD","Repentance, On"
1302,"1302","1302","360","NEALE, LEONARD","Scribes and Pharisees, On the"
1303,"1303","1303","365","NEALE, LEONARD","St. John the Baptist, On"
1304,"1304","1304","368","NEALE, LEONARD","Steadfastness, On"
1305,"1305","1305","371","NEALE, LEONARD","Transfiguration, On the"
1306,"1306","1306","355","NEALE, LEONARD","Unclean thoughts, On"
1307,"1307","1307","347","NEALE, LEONARD","Word of God, On the"
1308,"1308","1343","959","PAT(T)ILLO, HENRY","Discourse on Regulators in 1768"
1309,"1309","1344","960","PAT(T)ILLO, HENRY","Kingdom of God shall be taken from you, The"
1310,"1310","1345","962","PAT(T)ILLO, HENRY","Preach the Word"
1311,"1311","1346","961","PAT(T)ILLO, HENRY","Sermon #14 from Psalm LXXIII. 25th, A"
1312,"1312","1347","934kk","PAXTON, ROBERT","Against evil speaking"
1313,"1313","1348","934mm","PAXTON, ROBERT","Against the fear of death"
1314,"1314","1349","934pp","PAXTON, ROBERT","Anent afflictions"
1315,"1315","1350","934o","PAXTON, ROBERT","Angels, Of"
1316,"1316","1351","934c","PAXTON, ROBERT","Anger, Of"
1317,"1317","1352","934z","PAXTON, ROBERT","Blameless living, Of"
1318,"1318","1353","934oo","PAXTON, ROBERT","Burdens of sin, Of the"
1319,"1319","1354","934jj","PAXTON, ROBERT","Christ our head"
1320,"1320","1355","934uu","PAXTON, ROBERT","Christ tempted"
1321,"1321","1356","934w","PAXTON, ROBERT","Christ's Crucifixion, Of"
1322,"1322","1357","934gg","PAXTON, ROBERT","Christ's Passion, Of"
1323,"1323","1358","934cc","PAXTON, ROBERT","Christ's propitiation, Of"
1324,"1324","1359","934j","PAXTON, ROBERT","Christ's Resurrection, Of"
1325,"1325","1360","934r","PAXTON, ROBERT","Christian race, Of the"
1326,"1326","1361","934qq","PAXTON, ROBERT","Deliverance from sea dangers"
1327,"1327","1362","934rr","PAXTON, ROBERT","Easiness of Christ's yoke, The"
1328,"1328","1363","934tt","PAXTON, ROBERT","Examples to Christians"
1329,"1329","1364","934ff","PAXTON, ROBERT","Fast Sermon, A"
1330,"1330","1365","934g","PAXTON, ROBERT","Fortitude & resolution, of"
1331,"1331","1366","934","PAXTON, ROBERT","Fourtie eight sermons preached by Mr. Robert Paxton"
1332,"1332","1367","934q","PAXTON, ROBERT","Future happiness, Of"
1333,"1333","1368","934ii","PAXTON, ROBERT","Godliness maketh Happy"
1334,"1334","1369","934hh","PAXTON, ROBERT","Gospel light"
1335,"1335","1370","934x","PAXTON, ROBERT","Holy Ghost's descent, Of the"
1336,"1336","1371","934e","PAXTON, ROBERT","Humility, Of"
1337,"1337","1372","934f","PAXTON, ROBERT","Imitating God, Of"
1338,"1338","1373","934bb","PAXTON, ROBERT","Justice and Equity"
1339,"1339","1374","934l","PAXTON, ROBERT","Living a good life, Of"
1340,"1340","1375","934nn","PAXTON, ROBERT","Lord's Supper, Of the"
1341,"1341","1376","934vv","PAXTON, ROBERT","Loss and gain of the soul"
1342,"1342","1377","934ee","PAXTON, ROBERT","Love, Of"
1343,"1343","1378","934i","PAXTON, ROBERT","Loving one another, Of"
1344,"1344","1379","934t","PAXTON, ROBERT","Man's blessed End, Of"
1345,"1345","1380","934aa","PAXTON, ROBERT","Moderation, Of"
1346,"1346","1381","934y","PAXTON, ROBERT","Our Lord's Incarnation, Of"
1347,"1347","1382","934ll","PAXTON, ROBERT","Parable of the Sower, The"
1348,"1348","1383","934n","PAXTON, ROBERT","Patience, Of"
1349,"1349","1384","934p","PAXTON, ROBERT","Peace, Of"
1350,"1350","1385","934v","PAXTON, ROBERT","Redeeming the time, Of"
1351,"1351","1386","934h","PAXTON, ROBERT","Repentance, Of"
1352,"1352","1387","934b","PAXTON, ROBERT","Resurrection of Christ, Of the"
1353,"1353","1388","934m","PAXTON, ROBERT","Sacrament, Of the"
1354,"1354","1389","934dd","PAXTON, ROBERT","Sacrament, Of the"
1355,"1355","1390","934k","PAXTON, ROBERT","Salvation, Of"
1356,"1356","1391","934a","PAXTON, ROBERT","Son of God, The"
1357,"1357","1392","934ss","PAXTON, ROBERT","Souls rest, The"
1358,"1358","1393","934d","PAXTON, ROBERT","Tares in the Church, Of the"
1359,"1359","1394","934u","PAXTON, ROBERT","Walking Circumspectly, Of"
1360,"1360","1395","934s","PAXTON, ROBERT","Wisdom of fearing God, The"
1361,"1361","1396","935","PEAD, DEUEL","Sermon Preached at James City in Virginia, A"
1362,"1362","1397","969a","PETTIGREW, CHARLES ","Cause of Children Advocated, The"
1363,"1363","1398","969","PETTIGREW, CHARLES","Cause of Children Advocated, The"
1364,"1364","1399","970","PETTIGREW, CHARLES","Cause of young children advocated, The"
1365,"1365","1400","976","PETTIGREW, CHARLES","Certainty of Death, On the"
1366,"1366","1401","978","PETTIGREW, CHARLES","Character of Judas, On the"
1367,"1367","1402","981","PETTIGREW, CHARLES","Discourse on the Analogy between Christ crucified, & the brazen Serpent, A"
1368,"1368","1403","980","PETTIGREW, CHARLES","Duty of Man to his Creator, On the"
1369,"1369","1404","979","PETTIGREW, CHARLES","Except a man be born again He cannot see the Kingdom of God"
1370,"1370","1405","13 ","PETTIGREW, CHARLES ","Fear, & service of god, The "
1371,"1371","1406","974","PETTIGREW, CHARLES","Gracious Declarations of Christ in favor of Little Children, On the"
1372,"1372","1407","975","PETTIGREW, CHARLES","Gracious Declarations of Christ in favor of little children, On the"
1373,"1373","1408","967","PETTIGREW, CHARLES ","Gratitude to God, On"
1374,"1374","1409","971","PETTIGREW, CHARLES","Infant's Cause advocated, The"
1375,"1375","1410","972","PETTIGREW, CHARLES","Infant's Cause advocated, The"
1376,"1376","1411","973","PETTIGREW, CHARLES","Infant's Cause advocated, The"
1377,"1377","1412","963","PETTIGREW, CHARLES ","Love of God in the salvation of man, The"
1378,"1378","1413","964","PETTIGREW, CHARLES ","Origin of Love, The"
1379,"1379","1414","977","PETTIGREW, CHARLES","Self-examination, On"
1380,"1380","1415","965","PETTIGREW, CHARLES ","Sermon on The Love of God, A"
1381,"1381","1416","966","PETTIGREW, CHARLES ","Sermon on the profanation of the name of God, A"
1382,"1382","1417","968","PETTIGREW, CHARLES ","What is to be done for the inheritance of eternal life, On"
1383,"1383","1418","378","PILE, HENRY","Advent, On"
1384,"1384","1419","383","PILE, HENRY","Ascensionis, In festo"
1385,"1385","1420","385","PILE, HENRY","Creed, On the"
1386,"1386","1421","396","PILE, HENRY","Easter duty, On"
1387,"1387","1422","384","PILE, HENRY","Eight Beatitudes, On ye"
1388,"1388","1423","303","PILE, HENRY","Feast of Corpus Christi, On the"
1389,"1389","1424","390","PILE, HENRY","God's mercy towards sinners, On"
1390,"1390","1425","393","PILE, HENRY","Humility, On"
1391,"1391","1426","392","PILE, HENRY","Innocence, On"
1392,"1392","1427","394","PILE, HENRY","Judgment, On"
1393,"1393","1428","398","PILE, HENRY","Love of our neighbor, Of ye"
1394,"1394","1429","399","PILE, HENRY","Loving our enemies, On"
1395,"1395","1430","388","PILE, HENRY","Marriage, On"
1396,"1396","1431","377","PILE, HENRY","Pardoning one's enemies, On"
1397,"1397","1432","382","PILE, HENRY","Passion, On the"
1398,"1398","1433","380","PILE, HENRY","Pentecost, On"
1399,"1399","1434","386","PILE, HENRY","Perseverance, Of"
1400,"1400","1435","400","PILE, HENRY","Preparation for Death, On"
1401,"1401","1436","401","PILE, HENRY","Remedies for sin, On"
1402,"1402","1437","391","PILE, HENRY","Resurrection, On the"
1403,"1403","1438","395","PILE, HENRY","Resurrection, On the"
1404,"1404","1439","397","PILE, HENRY","Resurrection, On the"
1405,"1405","1440","387","PILE, HENRY","Sincere conversion, On"
1406,"1406","1441","379","PILE, HENRY","Slavery to human respects, On"
1407,"1407","1442","381","PILE, HENRY","True church, On the one"
1408,"1408","1443","389","PILE, HENRY","Word of God, On the"
1409,"1409","1444","464","PLUNKETT, ROBERT","Circumcision, On the"
1410,"1410","1445","459","PLUNKETT, ROBERT","Epiphany"
1411,"1411","1446","463","PLUNKETT, ROBERT","Feast of the name of Jesus, On the"
1412,"1412","1447","461","PLUNKETT, ROBERT","Importance of Salvation, The"
1413,"1413","1448","462","PLUNKETT, ROBERT","Profanity, On"
1414,"1414","1449","465","PLUNKETT, ROBERT","Resurrection, On the "
1415,"1415","1450","460","PLUNKETT, ROBERT","Vocation to Sanctity, On our"
1416,"1416","1451","904a","[PREADE, ROBERT?]","Good Friday, On"
1417,"1417","1452","904","[PREADE, ROBERT?]","Two Sermons [by Robert Preade (Read?)]"
1418,"1418","1453","402","PULTON, THOMAS","Festa Sancti P. Ignatii, In"
1419,"1419","1454","1012","PURCELL, HENRY","Come unto me all ye that labour"
1420,"1420","1455","904b","[READ, ROBERT?]","Read, Robert, see Preade, Robert"
1421,"1421","1456","905a","[READ, THOMAS?]","Read, Thomas, see Preade, Robert"
1422,"1422","1457","905","[READ, THOMAS?]","Regeneration, On"
1423,"1423","1458","936","REED, GEORGE A.","Every one that loveth is born of God"
1424,"1424","1459","938","REED, GEORGE A.","Sermon on 2 Cor. 4. 13"
1425,"1425","1460","937","[REED, GEORGE A. V.]","Become as little children"
1426,"1426","1461","937a","[REED, GEORGE A.]","Reed, George A., see Reed, George A. V."
1427,"1427","1462","222","ROELS, BENJAMIN LOUIS","Ascension, On the"
1428,"1428","1463","232","ROELS, BENJAMIN LOUIS","Ascension, On the"
1429,"1429","1464","233","ROELS, BENJAMIN LOUIS","Ascension, On the"
1430,"1430","1465","229","ROELS, BENJAMIN LOUIS","Celestial Glory, On"
1431,"1431","1466","209","ROELS, BENJAMIN LOUIS","Communion, On"
1432,"1432","1467","224","ROELS, BENJAMIN LOUIS","Communion, On"
1433,"1433","1468","231","ROELS, BENJAMIN LOUIS","Death of the Just, On the"
1434,"1434","1469","218","ROELS, BENJAMIN LOUIS","Detraction, On"
1435,"1435","1470","208","ROELS, BENJAMIN LOUIS","Eternity, On"
1436,"1436","1471","213","ROELS, BENJAMIN LOUIS","Eternity, On"
1437,"1437","1472","210","ROELS, BENJAMIN LOUIS","Faith, On"
1438,"1438","1473","204","ROELS, BENJAMIN LOUIS","Feast of All Saints, On the"
1439,"1439","1474","205","ROELS, BENJAMIN LOUIS","Feast of Corpus Christi, On the"
1440,"1440","1475","202","ROELS, BENJAMIN LOUIS","Greed, On"
1441,"1441","1476","207","ROELS, BENJAMIN LOUIS","Habitual Grace, On"
1442,"1442","1477","215","ROELS, BENJAMIN LOUIS","Immaculate Conception, On the"
1443,"1443","1478","216","ROELS, BENJAMIN LOUIS","Ingratitude to God, On"
1444,"1444","1479","226","ROELS, BENJAMIN LOUIS","Judgment"
1445,"1445","1480","219","ROELS, BENJAMIN LOUIS","Justice, On"
1446,"1446","1481","217","ROELS, BENJAMIN LOUIS","Marriage"
1447,"1447","1482","230","ROELS, BENJAMIN LOUIS","Mortal Sin, On"
1448,"1448","1483","225","ROELS, BENJAMIN LOUIS","Nativity of Christ"
1449,"1449","1484","212","ROELS, BENJAMIN LOUIS","Pentecost, On"
1450,"1450","1485","214","ROELS, BENJAMIN LOUIS","Preparation for Death, On"
1451,"1451","1486","228","ROELS, BENJAMIN LOUIS","Rash Judgment, On"
1452,"1452","1487","223","ROELS, BENJAMIN LOUIS","Relapse, On"
1453,"1453","1488","203","ROELS, BENJAMIN LOUIS","Repentance, On"
1454,"1454","1489","206","ROELS, BENJAMIN LOUIS","Resurrection, On the"
1455,"1455","1490","220","ROELS, BENJAMIN LOUIS","Resurrection, On the"
1456,"1456","1491","211","ROELS, BENJAMIN LOUIS","Salvation, On"
1457,"1457","1492","221","ROELS, BENJAMIN LOUIS","Word of God, On the"
1458,"1458","1493","227","ROELS, BENJAMIN LOUIS","Worldliness, On"
1459,"1459","1494","906","SAVERY, WILLIAM","Sermon delivered at the Bank Meeting House, A"
1460,"1460","1495","939","SELDEN, MILES","He is not a Jew, which is one outwardly"
1461,"1461","1496","35 ","SELDEN, MILES ","Scripture Doctrine of Regeneration, The "
1462,"1462","1497","942","SELDEN, MILES","Sermon on the parable of the Rich Man and Lazarus"
1463,"1463","1498","682","SELDEN, MILES","Sermon upon the decay of Christianity"
