kpid,"kwd","kwd2","acc","acc_txt",acc_int,"namAut","shTitle","kwst",bind_int,"bind_txt"
1069,"money, evil of; piety; greed; avarice; covetousness; wealth, evils of; Sabbath, keeping the; business, proper conduct of; idolatry; Paul; wealth, love of; Ahab; Judas; God, grace of; man, duty to God;","money, evil of; piety; greed; avarice; covetousness; wealth, evils of; Sabbath, keeping the; business, proper conduct of; idolatry; Paul; wealth, love of; Ahab; Judas; God, grace of; man, duty to God;","4067","a04067",4067,"GREEN, ENOCH","Avarice, On-----;","money, evil of; piety; greed; avarice; covetousness; wealth, evils of; Sabbath, keeping the; business, proper conduct of; idolatry; Paul; wealth, love of; Ahab; Judas; God, grace of; man, duty to God;Avarice, On-----;",0,""
1070,"missions, frontier;","missions, frontier;","4065","a04065",4065,"GREEN, ENOCH","Journal of my Mission to Virginia, A-----;","missions, frontier;Journal of my Mission to Virginia, A-----;",0,""
1071,"justification through Christ; Christ, justification through; original sin; sin, original; man, unregenerate state of; God, justice of; Christ, mystical body of; obedience; Christ, spirit of; righteousness; faith; salvation; Christ, salvation through; God, law of; sin, expiation of; Christ, death of; Satan; Hell; last judgment; judgment, last; world, sins of; flesh, sins of; spirit; sanctification; religion, necessity of; Paul; Mammon; heaven, kingdom of; wealth; rich man; soul, redemption of; consolation; affliction; God, fear of; eternal life; life, eternal; Scott's, Mr.; M.Farland's [McFarland's], Mr.; Woods, Margret; Marling, John; Steuard, James; McKee, Alexander; Witherow, James; Carr, Elizabeth; Turner, Rebeckah; Cox, Mary; Tate, Elisabeth; Tennans, Mr.; Cook, Isabel; Downy, James; Gray, Jacob; Granger, Biddy;","justification through Christ; Christ, justification through; original sin; sin, original; man, unregenerate state of; God, justice of; Christ, mystical body of; obedience; Christ, spirit of; righteousness; faith; salvation; Christ, salvation through; God, law of; sin, expiation of; Christ, death of; Satan; Hell; last judgment; judgment, last; world, sins of; flesh, sins of; spirit; sanctification; religion, necessity of; Paul; Mammon; heaven, kingdom of; wealth; rich man; soul, redemption of; consolation; affliction; God, fear of; eternal life; life, eternal; Scott's, Mr.; M.Farland's [McFarland's], Mr.; Woods, Margret; Marling, John; Steuard, James; McKee, Alexander; Witherow, James; Carr, Elizabeth; Turner, Rebeckah; Cox, Mary; Tate, Elisabeth; Tennans, Mr.; Cook, Isabel; Downy, James; Gray, Jacob; Granger, Biddy;","4061","a04061",4061,"GREEN, ENOCH","Justification through Christ-----;","justification through Christ; Christ, justification through; original sin; sin, original; man, unregenerate state of; God, justice of; Christ, mystical body of; obedience; Christ, spirit of; righteousness; faith; salvation; Christ, salvation through; God, law of; sin, expiation of; Christ, death of; Satan; Hell; last judgment; judgment, last; world, sins of; flesh, sins of; spirit; sanctification; religion, necessity of; Paul; Mammon; heaven, kingdom of; wealth; rich man; soul, redemption of; consolation; affliction; God, fear of; eternal life; life, eternal; Scott's, Mr.; M.Farland's [McFarland's], Mr.; Woods, Margret; Marling, John; Steuard, James; McKee, Alexander; Witherow, James; Carr, Elizabeth; Turner, Rebeckah; Cox, Mary; Tate, Elisabeth; Tennans, Mr.; Cook, Isabel; Downy, James; Gray, Jacob; Granger, Biddy;Justification through Christ-----;",0,""
1072,"mind, renewing; world, sins of; mind, nature of the; heart, deceitful; self-examination; heart, renewing; God, will of; conscience; man, duty of; mortification;  repentance; regeneration; salvation; soul; self-gratification; pride; ignorance; willfulness; God, love of; righteousness; Lot; wickedness; memory, transformation of; death; Hell; heaven; God, Kingdom of; Kingdom of God; Christ, belief in; Christ, imitation of; grace, sanctifying influence of; self-love; peace; holiness; Satan; Osborn, Col.; M.Whorter [McWhorter], Jane; Davidson, Mary; Jeans, Agnes;","mind, renewing; world, sins of; mind, nature of the; heart, deceitful; self-examination; heart, renewing; God, will of; conscience; man, duty of; mortification;  repentance; regeneration; salvation; soul; self-gratification; pride; ignorance; willfulness; God, love of; righteousness; Lot; wickedness; memory, transformation of; death; Hell; heaven; God, Kingdom of; Kingdom of God; Christ, belief in; Christ, imitation of; grace, sanctifying influence of; self-love; peace; holiness; Satan; Osborn, Col.; M.Whorter [McWhorter], Jane; Davidson, Mary; Jeans, Agnes;","4064","a04064",4064,"GREEN, ENOCH","Renewing your Mind-----;","mind, renewing; world, sins of; mind, nature of the; heart, deceitful; self-examination; heart, renewing; God, will of; conscience; man, duty of; mortification;  repentance; regeneration; salvation; soul; self-gratification; pride; ignorance; willfulness; God, love of; righteousness; Lot; wickedness; memory, transformation of; death; Hell; heaven; God, Kingdom of; Kingdom of God; Christ, belief in; Christ, imitation of; grace, sanctifying influence of; self-love; peace; holiness; Satan; Osborn, Col.; M.Whorter [McWhorter], Jane; Davidson, Mary; Jeans, Agnes;Renewing your Mind-----;",0,""
1073,"","","4060","a04060",4060,"GREEN, ENOCH","Sermons by Enoch Green-----;","Sermons by Enoch Green-----;",0,""
1074,"Princeton; minister, training of; doctrine, Presbyterian; Presbyterian doctrine; God, unity of; God, nature of; pagans, beliefs of; temptation; obedience; covenant of works; works, covenant of; Adam; obedience; original sin; sin, original; gospel, law of; covenant of grace; grace, covenant of; Christ as Messiah; Christ, roles of; morality; conversion; regeneration; salvation; heaven, joys of; meekness; charity; God, wisdom of; God, omniscience of; justification; Abraham;","Princeton; minister, training of; doctrine, Presbyterian; Presbyterian doctrine; God, unity of; God, nature of; pagans, beliefs of; temptation; obedience; covenant of works; works, covenant of; Adam; obedience; original sin; sin, original; gospel, law of; covenant of grace; grace, covenant of; Christ as Messiah; Christ, roles of; morality; conversion; regeneration; salvation; heaven, joys of; meekness; charity; God, wisdom of; God, omniscience of; justification; Abraham;","4066","a04066",4066,"GREEN, ENOCH","Theological Responses-----;","Princeton; minister, training of; doctrine, Presbyterian; Presbyterian doctrine; God, unity of; God, nature of; pagans, beliefs of; temptation; obedience; covenant of works; works, covenant of; Adam; obedience; original sin; sin, original; gospel, law of; covenant of grace; grace, covenant of; Christ as Messiah; Christ, roles of; morality; conversion; regeneration; salvation; heaven, joys of; meekness; charity; God, wisdom of; God, omniscience of; justification; Abraham;Theological Responses-----;",0,""
1075,"Revolutionary War; American Revolution; Continental Army; Army, Continental; Green, William;","Revolutionary War; American Revolution; Continental Army; Army, Continental; Green, William;","4068","a04068",4068,"GREEN, ENOCH","Three(?) Addresses to the Continental Army-----;","Revolutionary War; American Revolution; Continental Army; Army, Continental; Green, William;Three(?) Addresses to the Continental Army-----;",0,""
1076,"peace; holiness; flesh, sins of; world, sins of; drunkenness; adultery; fornication; blasphemy; Sabbath, breaking the; uncleanness; idolatry; witchcraft; murder; envy; hatred; unrighteousness; lying; good works; works, good; righteousness; belief; Hell, torments of; damnation; God, justice of; prayer; prayer, duty and benefit of; prayer, importance of; God, duty to; Paul; religious duties; duty, religious; obedience; grace; good example; example, good; salvation; heaven, joys of; death; iniquity; Mammon; mortality; Felix; pleasure; repentance; regeneration; virtue, practice of; God, glory of; angels; saints; immortality; evil; God, love of; indolence; misery, human; mortification; negro Children,  Elizabeth and Solomon; Willis, Susanna; Shackleford, Mary; Erwin, Deborah; Morrison, James; Lesk, Mr.; Bowman [Bowrman? Bawnman?], Jane; Osborn, Col.; M.Whorter [McWhorter], Jane; Davidson, Mary; Jeans, Agnes;","peace; holiness; flesh, sins of; world, sins of; drunkenness; adultery; fornication; blasphemy; Sabbath, breaking the; uncleanness; idolatry; witchcraft; murder; envy; hatred; unrighteousness; lying; good works; works, good; righteousness; belief; Hell, torments of; damnation; God, justice of; prayer; prayer, duty and benefit of; prayer, importance of; God, duty to; Paul; religious duties; duty, religious; obedience; grace; good example; example, good; salvation; heaven, joys of; death; iniquity; Mammon; mortality; Felix; pleasure; repentance; regeneration; virtue, practice of; God, glory of; angels; saints; immortality; evil; God, love of; indolence; misery, human; mortification; negro Children,  Elizabeth and Solomon; Willis, Susanna; Shackleford, Mary; Erwin, Deborah; Morrison, James; Lesk, Mr.; Bowman [Bowrman? Bawnman?], Jane; Osborn, Col.; M.Whorter [McWhorter], Jane; Davidson, Mary; Jeans, Agnes;","4062","a04062",4062,"GREEN, ENOCH","Unfit for Heaven-----;","peace; holiness; flesh, sins of; world, sins of; drunkenness; adultery; fornication; blasphemy; Sabbath, breaking the; uncleanness; idolatry; witchcraft; murder; envy; hatred; unrighteousness; lying; good works; works, good; righteousness; belief; Hell, torments of; damnation; God, justice of; prayer; prayer, duty and benefit of; prayer, importance of; God, duty to; Paul; religious duties; duty, religious; obedience; grace; good example; example, good; salvation; heaven, joys of; death; iniquity; Mammon; mortality; Felix; pleasure; repentance; regeneration; virtue, practice of; God, glory of; angels; saints; immortality; evil; God, love of; indolence; misery, human; mortification; negro Children,  Elizabeth and Solomon; Willis, Susanna; Shackleford, Mary; Erwin, Deborah; Morrison, James; Lesk, Mr.; Bowman [Bowrman? Bawnman?], Jane; Osborn, Col.; M.Whorter [McWhorter], Jane; Davidson, Mary; Jeans, Agnes;Unfit for Heaven-----;",0,""
1077,"impenitence; Bourdaloue, Rev. Louis; Bolton, Rev. John.;","impenitence; Bourdaloue, Rev. Louis; Bolton, Rev. John;","242","a00242",242,"HARDING, ROBERT","Danger of impenitence, On the-----;","impenitence; Bourdaloue, Rev. Louis; Bolton, Rev. John;Danger of impenitence, On the-----;",0,""
1078,"resurrection, general; Pellentz, Rev. James.;","resurrection, general; Pellentz, Rev. James;","245","a00245",245,"HARDING, ROBERT","Funeral Sermon Preached By the Reverend Father Robert Harding, A-----;","resurrection, general; Pellentz, Rev. James;Funeral Sermon Preached By the Reverend Father Robert Harding, A-----;",0,""
1079,"Neale, Rev. Francis.;","Neale, Rev. Francis;","244","a00244",244,"HARDING, ROBERT","Hope in God, On-----;","Neale, Rev. Francis;Hope in God, On-----;",0,""
1080,"death, preparation for; Bourdaloue, Rev. Louis; Walton, Rev. James.;","death, preparation for; Bourdaloue, Rev. Louis; Walton, Rev. James;","243","a00243",243,"HARDING, ROBERT","Preparation for Death, On-----;","death, preparation for; Bourdaloue, Rev. Louis; Walton, Rev. James;Preparation for Death, On-----;",0,""
1081,"God, nature of.;","God, nature of;","891","a00891",891,"HARRIS, MATTHIAS","Nature of God, On the-----;","God, nature of;Nature of God, On the-----;",0,""
1082,"ordination; ministers, duties of; ministers, charge to new.;","ordination; ministers, duties of; ministers, charge to new;","991c","a00991c",991,"HART, OLIVER","Charge to the Newly Ordained, A-----;","ordination; ministers, duties of; ministers, charge to new;Charge to the Newly Ordained, A-----;",0,""
1083,"Christ, soldiers of; soldiers, spiritual.;","Christ, soldiers of; soldiers, spiritual;","988","a00988",988,"HART, OLIVER","Discourses Delivered in Charleston-----;","Christ, soldiers of; soldiers, spiritual;Discourses Delivered in Charleston-----;",0,""
1084,"Christ, commitment to; commitment to Christ.;","Christ, commitment to; commitment to Christ;","991b","a00991b",991,"HART, OLIVER","Lord Day Aft:-----;","Christ, commitment to; commitment to Christ;Lord Day Aft:-----;",0,""
1085,"Christ, birth of; salvation through Christ.;","Christ, birth of; salvation through Christ;","990","a00990",990,"HART, OLIVER","Lord's Day-----;","Christ, birth of; salvation through Christ;Lord's Day-----;",0,""
1086,"God, unity of; Christ as mediator;","God, unity of; Christ as mediator;","989","a00989",989,"HART, OLIVER","Lord's Day Morn:-----;","God, unity of; Christ as mediator;Lord's Day Morn:-----;",0,""
1087,"Christ, knowledge of; knowledge of Christ.;","Christ, knowledge of; knowledge of Christ;","991a","a00991a",991,"HART, OLIVER","Lord's Day Morn:-----;","Christ, knowledge of; knowledge of Christ;Lord's Day Morn:-----;",0,""
1088,"Timothy, books of;","Timothy, books of;","987","a00987",987,"HART, OLIVER","Sermon notes on the books of Timothy-----;","Timothy, books of;Sermon notes on the books of Timothy-----;",0,""
1089,"Christ, knowledge of; knowledge of Christ; ministers, charge to new.;","Christ, knowledge of; knowledge of Christ; ministers, charge to new;","991","a00991",991,"HART, OLIVER","Two sermons and a charge to two newly ordained ministers-----;","Christ, knowledge of; knowledge of Christ; ministers, charge to new;Two sermons and a charge to two newly ordained ministers-----;",0,""
1090,"salvation.;","salvation;","995","a00995",995,"HEMPHILL, JOHN","Lecture delivered at Marsh creek January 8th. 1794, A-----;","salvation;Lecture delivered at Marsh creek January 8th. 1794, A-----;",0,""
1091,"fellowship.;","fellowship;","993","a00993",993,"HEMPHILL, JOHN","Our fellowship is with the Father & with his son-----;","fellowship;Our fellowship is with the Father & with his son-----;",0,""
1092,"","","996","a00996",996,"HEMPHILL, JOHN","Peace I leave with you-----;","Peace I leave with you-----;",0,""
1093,"mercy of God.;","mercy of God;","997","a00997",997,"HEMPHILL, JOHN","Sermon on Psal. 118, 2d, A-----;","mercy of God;Sermon on Psal. 118, 2d, A-----;",0,""
1094,"sin, freedom from; righteousness, servants of.;","sin, freedom from; righteousness, servants of;","994","a00994",994,"HEMPHILL, JOHN","Sermon on Romans 7th 18th, A-----;","sin, freedom from; righteousness, servants of;Sermon on Romans 7th 18th, A-----;",0,""
1095,"humility; prayer; sins, forgiveness of; Indian War, Georgia; Georgia, Indian War; duty in time of calamity; jeremiad;","humility; prayer; sins, forgiveness of; Indian War, Georgia; Georgia, Indian War; duty in time of calamity; jeremiad;","11 ","a00011 ",11,"HOLMES, ABIEL ","Humility and Prayer, On -----;","humility; prayer; sins, forgiveness of; Indian War, Georgia; Georgia, Indian War; duty in time of calamity; jeremiad;Humility and Prayer, On -----;",0,""
1096,"Quarterman, Deacon Thomas; Hill, Deacon.;","Quarterman, Deacon Thomas; Hill, Deacon;","1028","a01028",1028,"HOLMES, ABIEL","Sermon occasioned by the death of Deacon Thomas Quarterman-----;","Quarterman, Deacon Thomas; Hill, Deacon;Sermon occasioned by the death of Deacon Thomas Quarterman-----;",0,""
1097,"God's requirements of man; God, man's obligations to; man, duty to God;","God's requirements of man; God, man's obligations to; man, duty to God;","1027","a01027",1027,"HOLMES, ABIEL","Sermon on Acts X, 33-----;","God's requirements of man; God, man's obligations to; man, duty to God;Sermon on Acts X, 33-----;",0,""
1098,"Blessed Virgin, Assumption of; Mary, Assumption of.;","Blessed Virgin, Assumption of; Mary, Assumption of;","249","a00249",249,"HUNTER, GEORGE","Assumption, On the-----;","Blessed Virgin, Assumption of; Mary, Assumption of;Assumption, On the-----;",0,""
1099,"sin, relapse into; Boarman, Rev. Sylvester.;","sin, relapse into; Boarman, Rev. Sylvester;","250","a00250",250,"HUNTER, GEORGE","Danger of relapsing into former Sins, On ye-----;","sin, relapse into; Boarman, Rev. Sylvester;Danger of relapsing into former Sins, On ye-----;",0,""
1100,"","","248","a00248",248,"HUNTER, GEORGE","Faith, On-----;","Faith, On-----;",0,""
1101,"afflictions.;","afflictions;","252","a00252",252,"HUNTER, GEORGE","Hope, On-----;","afflictions;Hope, On-----;",0,""
1102,"last judgment.;","last judgment;","251","a00251",251,"HUNTER, GEORGE","Judgment, On-----;","last judgment;Judgment, On-----;",0,""
1103,"Jesus, Feast of the Sacred Heart of.;","Jesus, Feast of the Sacred Heart of;","246","a00246",246,"HUNTER, GEORGE","Sacred Heart, On the-----;","Jesus, Feast of the Sacred Heart of;Sacred Heart, On the-----;",0,""
1104,"Loyola, St. Ignatius.;","Loyola, St. Ignatius;","247","a00247",247,"HUNTER, GEORGE","St. Ignatius, On-----;","Loyola, St. Ignatius;St. Ignatius, On-----;",0,""
1105,"Pentecost; Holy Ghost.;","Pentecost; Holy Ghost;","253","a00253",253,"HUNTER, WILLIAM","Pentecost Day, On-----;","Pentecost; Holy Ghost;Pentecost Day, On-----;",0,""
1106,"sins, accessory to.;","sins, accessory to;","262","a00262",262,"JENKINS, AUGUSTINE","Accessory to others sins, On being-----;","sins, accessory to;Accessory to others sins, On being-----;",0,""
1107,"salvation, care of; Boarman, Rev. Sylvester; Darrell, William.;","salvation, care of; Boarman, Rev. Sylvester; Darrell, William;","276","a00276",276,"JENKINS, AUGUSTINE","Care of salvation, On the-----;","salvation, care of; Boarman, Rev. Sylvester; Darrell, William;Care of salvation, On the-----;",0,""
1108,"Sabbath.;","Sabbath;","278","a00278",278,"JENKINS, AUGUSTINE","Commandment, On the 3rd.-----;","Sabbath;Commandment, On the 3rd.-----;",0,""
1109,"Eucharist; Corpus Christi, Feast of;","Eucharist; Corpus Christi, Feast of;","260","a00260",260,"JENKINS, AUGUSTINE","Communion, On-----;","Eucharist; Corpus Christi, Feast of;Communion, On-----;",0,""
1110,"God, belief in; Creed, 1st article.;","God, belief in; Creed, 1st article;","273","a00273",273,"JENKINS, AUGUSTINE","Creed, On the -----;","God, belief in; Creed, 1st article;Creed, On the -----;",0,""
1111,"forgiveness of sins; sins, forgiveness of; Apostles' Creed; Creed, 10th article.;","forgiveness of sins; sins, forgiveness of; Apostles' Creed; Creed, 10th article;","263","a00263",263,"JENKINS, AUGUSTINE","Creed, On the 10th Article of the -----;","forgiveness of sins; sins, forgiveness of; Apostles' Creed; Creed, 10th article;Creed, On the 10th Article of the -----;",0,""
1112,"Apostles' Creed; Christ, Jesus.;","Apostles' Creed; Christ, Jesus;","272","a00272",272,"JENKINS, AUGUSTINE","Creed, On the second article of the-----;","Apostles' Creed; Christ, Jesus;Creed, On the second article of the-----;",0,""
1113,"salvation, difficulty of.;","salvation, difficulty of;","255","a00255",255,"JENKINS, AUGUSTINE","Difficulty of Salvation, On the-----;","salvation, difficulty of;Difficulty of Salvation, On the-----;",0,""
1114,"confession; sins.;","confession; sins;","258","a00258",258,"JENKINS, AUGUSTINE","Dispositions for confession-----;","confession; sins;Dispositions for confession-----;",0,""
1115,"resurrection; everlasting life; Creed, 11th article; Apostles' Creed; Creed, 12th article.;","resurrection; everlasting life; Creed, 11th article; Apostles' Creed; Creed, 12th article;","279","a00279",279,"JENKINS, AUGUSTINE","Eleventh and twelfth articles of the Creed, On the-----;","resurrection; everlasting life; Creed, 11th article; Apostles' Creed; Creed, 12th article;Eleventh and twelfth articles of the Creed, On the-----;",0,""
1116,"mercy.;","mercy;","259","a00259",259,"JENKINS, AUGUSTINE","Epiphany, On the-----;","mercy;Epiphany, On the-----;",0,""
1117,"","","275","a00275",275,"JENKINS, AUGUSTINE","Eternity-----;","Eternity-----;",0,""
1118,"Boarman, Rev. Sylvester.;","Boarman, Rev. Sylvester;","274","a00274",274,"JENKINS, AUGUSTINE","Faith-----;","Boarman, Rev. Sylvester;Faith-----;",0,""
1119,"","","277","a00277",277,"JENKINS, AUGUSTINE","Faith-----;","Faith-----;",0,""
1120,"commandment, first; religion, duties of; Mass as propitiary sacrifice, the.;","commandment, first; religion, duties of; Mass as propitiary sacrifice, the;","268","a00268",268,"JENKINS, AUGUSTINE","First Commandment, On the-----;","commandment, first; religion, duties of; Mass as propitiary sacrifice, the;First Commandment, On the-----;",0,""
1121,"grace, increase in.;","grace, increase in;","267","a00267",267,"JENKINS, AUGUSTINE","Increase in grace, On-----;","grace, increase in;Increase in grace, On-----;",0,""
1122,"Judgment Day;","Judgment Day;","254","a00254",254,"JENKINS, AUGUSTINE","Judgment-----;","Judgment Day;Judgment-----;",0,""
1123,"eternal life; life, eternal; Creed, 12th article; Apostles' Creed;","eternal life; life, eternal; Creed, 12th article; Apostles' Creed;","264","a00264",264,"JENKINS, AUGUSTINE","Life everlasting-----;","eternal life; life, eternal; Creed, 12th article; Apostles' Creed;Life everlasting-----;",0,""
1124,"passions, mortification of.;","passions, mortification of;","271","a00271",271,"JENKINS, AUGUSTINE","Mortification of Passions-----;","passions, mortification of;Mortification of Passions-----;",0,""
1125,"Baptism; Passion of Christ.;","Baptism; Passion of Christ;","266","a00266",266,"JENKINS, AUGUSTINE","Palm Sunday, On-----;","Baptism; Passion of Christ;Palm Sunday, On-----;",0,""
1126,"Boarman, Rev. Sylvester.;","Boarman, Rev. Sylvester;","269","a00269",269,"JENKINS, AUGUSTINE","Passion, On the-----;","Boarman, Rev. Sylvester;Passion, On the-----;",0,""
1127,"Boarman, Rev. Sylvester; penance, sacrament of.;","Boarman, Rev. Sylvester; penance, sacrament of;","261","a00261",261,"JENKINS, AUGUSTINE","Relapse, On-----;","Boarman, Rev. Sylvester; penance, sacrament of;Relapse, On-----;",0,""
1128,"Creed, 11th article; Apostles' Creed.;","Creed, 11th article; Apostles' Creed;","265","a00265",265,"JENKINS, AUGUSTINE","Resurrection of the body, The-----;","Creed, 11th article; Apostles' Creed;Resurrection of the body, The-----;",0,""
1129,"God, service to; Boarman, Rev. Sylvester; obedience to God.;","God, service to; Boarman, Rev. Sylvester; obedience to God;","256","a00256",256,"JENKINS, AUGUSTINE","Serving God, On-----;","God, service to; Boarman, Rev. Sylvester; obedience to God;Serving God, On-----;",0,""
1130,"conversion, speedy.;","conversion, speedy;","270","a00270",270,"JENKINS, AUGUSTINE","Speedy Conversion, On-----;","conversion, speedy;Speedy Conversion, On-----;",0,""
1131,"sin, works in.;","sin, works in;","257","a00257",257,"JENKINS, AUGUSTINE","Works in sin, Of-----;","sin, works in;Works in sin, Of-----;",0,""
1132,"king's power, divine source of; drunkenness; adultery; swearing; Sabbath, breaking the.;","king's power, divine source of; drunkenness; adultery; swearing; Sabbath, breaking the;","893","a00893",893,"JOSEPH, [GOV.] WILLIAM","Sermon before General Assembly in 1689-----;","king's power, divine source of; drunkenness; adultery; swearing; Sabbath, breaking the;Sermon before General Assembly in 1689-----;",0,""
1133,"","","894","a00894",894,"KER, JACOB","Ker, Sermons by Jacob -----;","Ker, Sermons by Jacob -----;",0,""
1134,"grace, necessary for salvation; wealth, spiritual; McKnight, Charles.;","grace, necessary for salvation; wealth, spiritual; McKnight, Charles;","950","a00950",950,"KER, JACOB","One Thing Needful, The-----;","grace, necessary for salvation; wealth, spiritual; McKnight, Charles;One Thing Needful, The-----;",0,""
1135,"love of enemies; enemies, love of.;","love of enemies; enemies, love of;","298","a00298",298,"LEWIS, JOHN","Charity to one's enemies, On-----;","love of enemies; enemies, love of;Charity to one's enemies, On-----;",0,""
1136,"Holy Ghost, coming of the; Cavenaughs; religion, duties of.;","Holy Ghost, coming of the; Cavenaughs; religion, duties of;","295","a00295",295,"LEWIS, JOHN","Coming of the Holy Ghost, On the-----;","Holy Ghost, coming of the; Cavenaughs; religion, duties of;Coming of the Holy Ghost, On the-----;",0,""
1137,"repent, delaying to; Boarman, Rev. Sylvester.;","repent, delaying to; Boarman, Rev. Sylvester;","291","a00291",291,"LEWIS, JOHN","Delaying to repent, On-----;","repent, delaying to; Boarman, Rev. Sylvester;Delaying to repent, On-----;",0,""
1138,"Holy Ghost, belief in; Creed, 8th article; Apostles' Creed.;","Holy Ghost, belief in; Creed, 8th article; Apostles' Creed;","282","a00282",282,"LEWIS, JOHN","Eighth Article of the Creed, On the-----;","Holy Ghost, belief in; Creed, 8th article; Apostles' Creed;Eighth Article of the Creed, On the-----;",0,""
1139,"Christ, birth of; Boarman, Rev. Sylvester; Magi; mercy.;","Christ, birth of; Boarman, Rev. Sylvester; Magi; mercy;","290","a00290",290,"LEWIS, JOHN","Epiphany, On ye-----;","Christ, birth of; Boarman, Rev. Sylvester; Magi; mercy;Epiphany, On ye-----;",0,""
1140,"Christ, birth of.;","Christ, birth of;","289","a00289",289,"LEWIS, JOHN","Nativity, On the-----;","Christ, birth of;Nativity, On the-----;",0,""
1141,"funeral sermon; McDermot, J., funeral of; Frisby, Mrs., funeral of; Graeton, Mr., funeral of; Ungle, Mrs., funeral of; Neal, Mrs., funeral of; Queen, Mrs., funeral of; White, Robert; Greaton, Rev. Joseph; end, last.;","funeral sermon; McDermot, J., funeral of; Frisby, Mrs., funeral of; Graeton, Mr., funeral of; Ungle, Mrs., funeral of; Neal, Mrs., funeral of; Queen, Mrs., funeral of; White, Robert; Greaton, Rev. Joseph; end, last;","283","a00283",283,"LEWIS, JOHN","Our last end, On-----;","funeral sermon; McDermot, J., funeral of; Frisby, Mrs., funeral of; Graeton, Mr., funeral of; Ungle, Mrs., funeral of; Neal, Mrs., funeral of; Queen, Mrs., funeral of; White, Robert; Greaton, Rev. Joseph; end, last;Our last end, On-----;",0,""
1142,"","","293","a00293",293,"LEWIS, JOHN","Passion, On the-----;","Passion, On the-----;",0,""
1143,"","","300","a00300",300,"LEWIS, JOHN","Passion, On the-----;","Passion, On the-----;",0,""
1144,"penance; Bolton, Rev. John; Fitzimons; Griffith, T.; Carey, D.; prodigal son, parable of; parable of the prodigal son.;","penance; Bolton, Rev. John; Fitzimons; Griffith, T.; Carey, D.; prodigal son, parable of; parable of the prodigal son;","1032","a01032",1032,"LEWIS, JOHN","Penance, On-----;","penance; Bolton, Rev. John; Fitzimons; Griffith, T.; Carey, D.; prodigal son, parable of; parable of the prodigal son;Penance, On-----;",0,""
1145,"knowledge of self; self, knowledge of.;","knowledge of self; self, knowledge of;","285","a00285",285,"LEWIS, JOHN","Pride, On-----;","knowledge of self; self, knowledge of;Pride, On-----;",0,""
1146,"Mary; Annunciation.;","Mary; Annunciation;","292","a00292",292,"LEWIS, JOHN","Purification, On ye-----;","Mary; Annunciation;Purification, On ye-----;",0,""
1147,"penance, sacrament of; Diggs, Nelly.;","penance, sacrament of; Diggs, Nelly;","284","a00284",284,"LEWIS, JOHN","Sacrament of penance, On the-----;","penance, sacrament of; Diggs, Nelly;Sacrament of penance, On the-----;",0,""
1148,"Creed, 6th article; Apostles' Creed; Boarman, Rev. Sylvester.;","Creed, 6th article; Apostles' Creed; Boarman, Rev. Sylvester;","281","a00281",281,"LEWIS, JOHN","Sixth Article of the Creed, On the-----;","Creed, 6th article; Apostles' Creed; Boarman, Rev. Sylvester;Sixth Article of the Creed, On the-----;",0,""
1149,"Creed, 6th article; Apostles' Creed; Bolton, Rev. John.;","Creed, 6th article; Apostles' Creed; Bolton, Rev. John;","296","a00296",296,"LEWIS, JOHN","Sixth Article of the Creed, On the-----;","Creed, 6th article; Apostles' Creed; Bolton, Rev. John;Sixth Article of the Creed, On the-----;",0,""
1150,"loss, pain of; Bolton, Rev. John.;","loss, pain of; Bolton, Rev. John;","297","a00297",297,"LEWIS, JOHN","Sixth Article of the Creed, On the-----;","loss, pain of; Bolton, Rev. John;Sixth Article of the Creed, On the-----;",0,""
1151,"Hell, Christ's descent into; Hell, harrowing of; Resurrection; Creed, 5th article of; Apostles' Creed.;","Hell, Christ's descent into; Hell, harrowing of; Resurrection; Creed, 5th article of; Apostles' Creed;","299","a00299",299,"LEWIS, JOHN","Sixth Article of the Creed, On the-----;","Hell, Christ's descent into; Hell, harrowing of; Resurrection; Creed, 5th article of; Apostles' Creed;Sixth Article of the Creed, On the-----;",0,""
1152,"Mary; Holy Ghost; Creed, 3rd article of; Apostles' Creed.;","Mary; Holy Ghost; Creed, 3rd article of; Apostles' Creed;","280","a00280",280,"LEWIS, JOHN","Third Article of the, On the-----;","Mary; Holy Ghost; Creed, 3rd article of; Apostles' Creed;Third Article of the, On the-----;",0,""
1153,"communion, unworthy; Easter duty.;","communion, unworthy; Easter duty;","294","a00294",294,"LEWIS, JOHN","Unworthy communion, On-----;","communion, unworthy; Easter duty;Unworthy communion, On-----;",0,""
1154,"time, use of; White, Mrs., funeral of.;","time, use of; White, Mrs., funeral of;","288","a00288",288,"LEWIS, JOHN","Use of time, On the-----;","time, use of; White, Mrs., funeral of;Use of time, On the-----;",0,""
1155,"sin, venial.;","sin, venial;","287","a00287",287,"LEWIS, JOHN","Venial Sin, Of-----;","sin, venial;Venial Sin, Of-----;",0,""
1156,"Holy Ghost.;","Holy Ghost;","286","a00286",286,"LEWIS, JOHN","Worldliness, On-----;","Holy Ghost;Worldliness, On-----;",0,""
1157,"Christians, lukewarm; Boarman, Rev. John; tepidity.;","Christians, lukewarm; Boarman, Rev. John; tepidity;","306","a00306",306,"LIVERS, ARNOLD","Lukewarm Christians, On-----;","Christians, lukewarm; Boarman, Rev. John; tepidity;Lukewarm Christians, On-----;",0,""
