p_index_int,"p_index_text",acc_int,"acc_tag","acc_txt","replaceText","namAut","shTitle"
1205,"a01205",405,"_405_","a00405","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_405_','a01205') WHERE 1;","MATTHEWS, IGNATIUS","Communion, On"
1206,"a01206",410,"_410_","a00410","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_410_','a01206') WHERE 1;","MATTHEWS, IGNATIUS","Communion, On"
1207,"a01207",408,"_408_","a00408","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_408_','a01207') WHERE 1;","MATTHEWS, IGNATIUS","Good works, On"
1208,"a01208",403,"_403_","a00403","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_403_','a01208') WHERE 1;","MATTHEWS, IGNATIUS","Judgment, On"
1209,"a01209",407,"_407_","a00407","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_407_','a01209') WHERE 1;","MATTHEWS, IGNATIUS","Obedience to God, On"
1210,"a01210",411,"_411_","a00411","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_411_','a01210') WHERE 1;","MATTHEWS, IGNATIUS","Penance, On"
1211,"a01211",412,"_412_","a00412","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_412_','a01211') WHERE 1;","MATTHEWS, IGNATIUS","Penance, On"
1212,"a01212",404,"_404_","a00404","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_404_','a01212') WHERE 1;","MATTHEWS, IGNATIUS","Relapse, On"
1213,"a01213",409,"_409_","a00409","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_409_','a01213') WHERE 1;","MATTHEWS, IGNATIUS","Serving God, On"
1214,"a01214",669,"_669_","a00669","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_669_','a01214') WHERE 1;","MAURY, JAMES","But thou, when thou prayest, enter into thy Closet"
1215,"a01215",670,"_670_","a00670","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_670_','a01215') WHERE 1;","MAURY, JAMES","But thou, when thou prayest, enter into thy Closet"
1216,"a01216",680,"_680_","a00680","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_680_','a01216') WHERE 1;","MAURY, JAMES","Children, obey your Parents in the Lord"
1217,"a01217",677,"_677_","a00677","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_677_','a01217') WHERE 1;","MAURY, JAMES","Let your Requests be made known unto God"
1218,"a01218",672,"_672_","a00672","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_672_','a01218') WHERE 1;","MAURY, JAMES","Mark the perfect Man, and behold the upright"
1219,"a01219",676,"_676_","a00676","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_676_','a01219') WHERE 1;","MAURY, JAMES","Rabbi, we know, that thou art a Teacher come from God"
1220,"a01220",673,"_673_","a00673","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_673_','a01220') WHERE 1;","MAURY, JAMES","Remember now thy Creator in the Days of thy Youth"
1221,"a01221",674,"_674_","a00674","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_674_','a01221') WHERE 1;","MAURY, JAMES","Seek ye first the Kingdom of God & his Righteousness, But"
1222,"a01222",679,"_679_","a00679","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_679_','a01222') WHERE 1;","MAURY, JAMES","So then, after the Lord had spoken unto them"
1223,"a01223",675,"_675_","a00675","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_675_','a01223') WHERE 1;","MAURY, JAMES","Thy will be done on earth as it is in heaven"
1224,"a01224",671,"_671_","a00671","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_671_','a01224') WHERE 1;","MAURY, JAMES","Walk in the Spirit"
1225,"a01225",932,"_932a_","a00932a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_932a_','a01225') WHERE 1;","[MAURY, WALKER]","Freedom is a blessing"
1226,"a01226",951,"_951_","a00951","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_951_','a01226') WHERE 1;","MCCORKLE, SAMUEL EUSEBIUS","Creation"
1227,"a01227",952,"_952_","a00952","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_952_','a01227') WHERE 1;","MCCORKLE, SAMUEL EUSEBIUS","Crime and Curse of Plundering, The"
1228,"a01228",954,"_954_","a00954","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_954_','a01228') WHERE 1;","MCCORKLE, SAMUEL EUSEBIUS","Sermon for the Anniversary of American Independence, A"
1229,"a01229",953,"_953_","a00953","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_953_','a01229') WHERE 1;","MCCORKLE, SAMUEL EUSEBIUS","Sermon from Deuteronomy, A"
1230,"a01230",957,"_957_","a00957","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_957_','a01230') WHERE 1;","MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Creation of Man, A"
1231,"a01231",955,"_955_","a00955","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_955_','a01231') WHERE 1;","MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Law of God, A"
1232,"a01232",956,"_956_","a00956","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_956_','a01232') WHERE 1;","MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Law of God, A"
1233,"a01233",933,"_933_","a00933","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_933_','a01233') WHERE 1;","MEACHAM, JAMES","Sermon against slavery"
1234,"a01234",902,"_902_","a00902","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_902_','a01234') WHERE 1;","[MESSENGER, JOSEPH?]","Death, On"
1235,"a01235",958,"_958_","a00958","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_958_','a01235') WHERE 1;","MILLER, ROBERT JOHNSTON","Sermon on Matthew 11, 28-30"
1236,"a01236",312,"_312_","a00312","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_312_','a01236') WHERE 1;","MOLYNEUX, RICHARD","Hearing sermons diligently, On"
1237,"a01237",315,"_315_","a00315","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_315_','a01237') WHERE 1;","MOLYNEUX, ROBERT","Ascension, On the"
1238,"a01238",314,"_314_","a00314","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_314_','a01238') WHERE 1;","MOLYNEUX, ROBERT","Ash Wednesday, On"
1239,"a01239",313,"_313_","a00313","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_313_','a01239') WHERE 1;","MOLYNEUX, ROBERT","Easter duty, On"
1240,"a01240",320,"_320_","a00320","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_320_','a01240') WHERE 1;","MOLYNEUX, ROBERT","Fasting, On"
1241,"a01241",319,"_319_","a00319","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_319_','a01241') WHERE 1;","MOLYNEUX, ROBERT","Gospel, On the"
1242,"a01242",318,"_318_","a00318","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_318_','a01242') WHERE 1;","MOLYNEUX, ROBERT","Nativity, On the"
1243,"a01243",316,"_316_","a00316","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_316_','a01243') WHERE 1;","MOLYNEUX, ROBERT","Prayer, On"
1244,"a01244",317,"_317_","a00317","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_317_','a01244') WHERE 1;","MOLYNEUX, ROBERT","Repentance, On"
1245,"a01245",317,"_317a_","a00317a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_317a_','a01245') WHERE 1;","MOLYNEUX, ROBERT","Repentance, On"
1246,"a01246",681,"_681_","a00681","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_681_','a01246') WHERE 1;","MONCURE, JOHN","Fast appointed by public authority, For a"
1247,"a01247",468,"_468_","a00468","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_468_','a01247') WHERE 1;","MONCURE, JOHN","Fast Sermon Preached in 1756 on I Kings 21:29, A"
1248,"a01248",458,"_458_","a00458","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_458_','a01248') WHERE 1;","MORRIS, PETER","Nativity, On the"
1249,"a01249",326,"_326_","a00326","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_326_','a01249') WHERE 1;","MOSLEY, JOSEPH","Ascension, On the"
1250,"a01250",328,"_328_","a00328","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_328_','a01250') WHERE 1;","MOSLEY, JOSEPH","Easter Sunday, On"
1251,"a01251",324,"_324_","a00324","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_324_','a01251') WHERE 1;","MOSLEY, JOSEPH","Good Use of Time, On ye"
1252,"a01252",322,"_322_","a00322","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_322_','a01252') WHERE 1;","MOSLEY, JOSEPH","Mass, 1st Discourse on the"
1253,"a01253",323,"_323_","a00323","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_323_','a01253') WHERE 1;","MOSLEY, JOSEPH","Mass, 3rd Discourse on the"
1254,"a01254",1033,"_1033_","a01033","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1033_','a01254') WHERE 1;","MOSLEY, JOSEPH","Nativity of our Lord, On ye"
1255,"a01255",321,"_321_","a00321","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_321_','a01255') WHERE 1;","MOSLEY, JOSEPH ","Sermon for ye 6th Sunday after ye Epiphany, A"
1256,"a01256",327,"_327_","a00327","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_327_','a01256') WHERE 1;","MOSLEY, JOSEPH","Sign of the Cross, On ye"
1257,"a01257",235,"_235v_","a00235v","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_235v_','a01257') WHERE 1;","MOSLEY, JOSEPH","St Ignatius, On"
1258,"a01258",325,"_325_","a00325","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_325_','a01258') WHERE 1;","MOSLEY, JOSEPH","St. Ignatius, On"
1259,"a01259",334,"_334_","a00334","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_334_','a01259') WHERE 1;","NEALE, BENNET","Ascension of our Lord, The"
1260,"a01260",330,"_330_","a00330","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_330_','a01260') WHERE 1;","NEALE, BENNET","Christian Charity"
1261,"a01261",302,"_302_","a00302","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_302_','a01261') WHERE 1;","NEALE, BENNET","Faith & Good Works, Upon"
1262,"a01262",332,"_332_","a00332","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_332_','a01262') WHERE 1;","NEALE, BENNET","Holy Sacrifice of Mass, Upon the"
1263,"a01263",335,"_335_","a00335","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_335_','a01263') WHERE 1;","NEALE, BENNET","Madgalain, or ye. Poenitent Sinner"
1264,"a01264",329,"_329_","a00329","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_329_','a01264') WHERE 1;","NEALE, BENNET","Passion Sermon"
1265,"a01265",337,"_337_","a00337","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_337_','a01265') WHERE 1;","NEALE, BENNET","Preparation for Death, On"
1266,"a01266",333,"_333_","a00333","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_333_','a01266') WHERE 1;","NEALE, BENNET","Resurrection, On the"
1267,"a01267",331,"_331_","a00331","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_331_','a01267') WHERE 1;","NEALE, BENNET","Retirement from Worldly affairs"
1268,"a01268",336,"_336_","a00336","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_336_','a01268') WHERE 1;","NEALE, BENNET","Self-love, On"
1269,"a01269",338,"_338_","a00338","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_338_','a01269') WHERE 1;","NEALE, HENRY","Ash Wednesday"
1270,"a01270",341,"_341_","a00341","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_341_','a01270') WHERE 1;","NEALE, HENRY","Faith, On"
1271,"a01271",340,"_340_","a00340","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_340_','a01271') WHERE 1;","NEALE, HENRY","General Judgm[en]t"
1272,"a01272",339,"_339_","a00339","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_339_','a01272') WHERE 1;","NEALE, HENRY","God's patience towards sinners, On"
1273,"a01273",348,"_348_","a00348","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_348_','a01273') WHERE 1;","NEALE, LEONARD","Charity, On"
1274,"a01274",349,"_349_","a00349","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_349_','a01274') WHERE 1;","NEALE, LEONARD","Charity, On"
1275,"a01275",354,"_354_","a00354","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_354_','a01275') WHERE 1;","NEALE, LEONARD","Condemning one's neighbor, On"
1276,"a01276",344,"_344_","a00344","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_344_','a01276') WHERE 1;","NEALE, LEONARD","Contrition, On"
1277,"a01277",375,"_375_","a00375","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_375_','a01277') WHERE 1;","NEALE, LEONARD","Easter, On"
1278,"a01278",372,"_372_","a00372","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_372_','a01278') WHERE 1;","NEALE, LEONARD","Eternity, On"
1279,"a01279",350,"_350_","a00350","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_350_','a01279') WHERE 1;","NEALE, LEONARD","Fasting, On"
1280,"a01280",373,"_373_","a00373","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_373_','a01280') WHERE 1;","NEALE, LEONARD","Fasting, On"
1281,"a01281",351,"_351_","a00351","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_351_','a01281') WHERE 1;","NEALE, LEONARD","Gluttony, On"
1282,"a01282",364,"_364_","a00364","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_364_','a01282') WHERE 1;","NEALE, LEONARD","Great commission, On the"
1283,"a01283",356,"_356_","a00356","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_356_','a01283') WHERE 1;","NEALE, LEONARD","Importance of works, On the"
1284,"a01284",346,"_346_","a00346","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_346_','a01284') WHERE 1;","NEALE, LEONARD","Judgment, On"
1285,"a01285",342,"_342_","a00342","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_342_','a01285') WHERE 1;","NEALE, LEONARD ","Marriage, On"
1286,"a01286",369,"_369_","a00369","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_369_','a01286') WHERE 1;","NEALE, LEONARD","Obedience, On"
1287,"a01287",361,"_361_","a00361","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_361_','a01287') WHERE 1;","NEALE, LEONARD","Ordination, On "
1288,"a01288",362,"_362_","a00362","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_362_','a01288') WHERE 1;","NEALE, LEONARD","Ordination, On"
1289,"a01289",352,"_352_","a00352","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_352_','a01289') WHERE 1;","NEALE, LEONARD","Passion, On the"
1290,"a01290",345,"_345_","a00345","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_345_','a01290') WHERE 1;","NEALE, LEONARD","Penance, On"
1291,"a01291",363,"_363_","a00363","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_363_','a01291') WHERE 1;","NEALE, LEONARD","Pentecost, On"
1292,"a01292",358,"_358_","a00358","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_358_','a01292') WHERE 1;","NEALE, LEONARD","Prayer, On"
1293,"a01293",370,"_370_","a00370","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_370_','a01293') WHERE 1;","NEALE, LEONARD","Preparation for Death, On"
1294,"a01294",357,"_357_","a00357","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_357_','a01294') WHERE 1;","NEALE, LEONARD","Preparation for judgment, On"
1295,"a01295",359,"_359_","a00359","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_359_','a01295') WHERE 1;","NEALE, LEONARD","Pride, On"
1296,"a01296",343,"_343_","a00343","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_343_','a01296') WHERE 1;","NEALE, LEONARD","Purification, On the"
1297,"a01297",374,"_374_","a00374","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_374_','a01297') WHERE 1;","NEALE, LEONARD","Relapse, On"
1298,"a01298",367,"_367_","a00367","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_367_','a01298') WHERE 1;","NEALE, LEONARD","Renunciation of the world, On"
1299,"a01299",353,"_353_","a00353","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_353_','a01299') WHERE 1;","NEALE, LEONARD","Repentance, On"
1300,"a01300",366,"_366_","a00366","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_366_','a01300') WHERE 1;","NEALE, LEONARD","Repentance, On"
1301,"a01301",376,"_376_","a00376","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_376_','a01301') WHERE 1;","NEALE, LEONARD","Repentance, On"
1302,"a01302",360,"_360_","a00360","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_360_','a01302') WHERE 1;","NEALE, LEONARD","Scribes and Pharisees, On the"
1303,"a01303",365,"_365_","a00365","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_365_','a01303') WHERE 1;","NEALE, LEONARD","St. John the Baptist, On"
1304,"a01304",368,"_368_","a00368","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_368_','a01304') WHERE 1;","NEALE, LEONARD","Steadfastness, On"
1305,"a01305",371,"_371_","a00371","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_371_','a01305') WHERE 1;","NEALE, LEONARD","Transfiguration, On the"
1306,"a01306",355,"_355_","a00355","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_355_','a01306') WHERE 1;","NEALE, LEONARD","Unclean thoughts, On"
1307,"a01307",347,"_347_","a00347","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_347_','a01307') WHERE 1;","NEALE, LEONARD","Word of God, On the"
1308,"a01308",959,"_959_","a00959","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_959_','a01308') WHERE 1;","PAT(T)ILLO, HENRY","Discourse on Regulators in 1768"
1309,"a01309",960,"_960_","a00960","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_960_','a01309') WHERE 1;","PAT(T)ILLO, HENRY","Kingdom of God shall be taken from you, The"
1310,"a01310",962,"_962_","a00962","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_962_','a01310') WHERE 1;","PAT(T)ILLO, HENRY","Preach the Word"
1311,"a01311",961,"_961_","a00961","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_961_','a01311') WHERE 1;","PAT(T)ILLO, HENRY","Sermon #14 from Psalm LXXIII. 25th, A"
1312,"a01312",934,"_934kk_","a00934kk","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934kk_','a01312') WHERE 1;","PAXTON, ROBERT","Against evil speaking"
1313,"a01313",934,"_934mm_","a00934mm","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934mm_','a01313') WHERE 1;","PAXTON, ROBERT","Against the fear of death"
1314,"a01314",934,"_934pp_","a00934pp","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934pp_','a01314') WHERE 1;","PAXTON, ROBERT","Anent afflictions"
1315,"a01315",934,"_934o_","a00934o","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934o_','a01315') WHERE 1;","PAXTON, ROBERT","Angels, Of"
1316,"a01316",934,"_934c_","a00934c","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934c_','a01316') WHERE 1;","PAXTON, ROBERT","Anger, Of"
1317,"a01317",934,"_934z_","a00934z","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934z_','a01317') WHERE 1;","PAXTON, ROBERT","Blameless living, Of"
1318,"a01318",934,"_934oo_","a00934oo","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934oo_','a01318') WHERE 1;","PAXTON, ROBERT","Burdens of sin, Of the"
1319,"a01319",934,"_934jj_","a00934jj","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934jj_','a01319') WHERE 1;","PAXTON, ROBERT","Christ our head"
1320,"a01320",934,"_934uu_","a00934uu","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934uu_','a01320') WHERE 1;","PAXTON, ROBERT","Christ tempted"
1321,"a01321",934,"_934w_","a00934w","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934w_','a01321') WHERE 1;","PAXTON, ROBERT","Christ's Crucifixion, Of"
1322,"a01322",934,"_934gg_","a00934gg","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934gg_','a01322') WHERE 1;","PAXTON, ROBERT","Christ's Passion, Of"
1323,"a01323",934,"_934cc_","a00934cc","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934cc_','a01323') WHERE 1;","PAXTON, ROBERT","Christ's propitiation, Of"
1324,"a01324",934,"_934j_","a00934j","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934j_','a01324') WHERE 1;","PAXTON, ROBERT","Christ's Resurrection, Of"
1325,"a01325",934,"_934r_","a00934r","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934r_','a01325') WHERE 1;","PAXTON, ROBERT","Christian race, Of the"
1326,"a01326",934,"_934qq_","a00934qq","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934qq_','a01326') WHERE 1;","PAXTON, ROBERT","Deliverance from sea dangers"
1327,"a01327",934,"_934rr_","a00934rr","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934rr_','a01327') WHERE 1;","PAXTON, ROBERT","Easiness of Christ's yoke, The"
1328,"a01328",934,"_934tt_","a00934tt","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934tt_','a01328') WHERE 1;","PAXTON, ROBERT","Examples to Christians"
1329,"a01329",934,"_934ff_","a00934ff","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934ff_','a01329') WHERE 1;","PAXTON, ROBERT","Fast Sermon, A"
1330,"a01330",934,"_934g_","a00934g","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934g_','a01330') WHERE 1;","PAXTON, ROBERT","Fortitude & resolution, of"
1331,"a01331",934,"_934_","a00934","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934_','a01331') WHERE 1;","PAXTON, ROBERT","Fourtie eight sermons preached by Mr. Robert Paxton"
1332,"a01332",934,"_934q_","a00934q","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934q_','a01332') WHERE 1;","PAXTON, ROBERT","Future happiness, Of"
1333,"a01333",934,"_934ii_","a00934ii","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934ii_','a01333') WHERE 1;","PAXTON, ROBERT","Godliness maketh Happy"
1334,"a01334",934,"_934hh_","a00934hh","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934hh_','a01334') WHERE 1;","PAXTON, ROBERT","Gospel light"
1335,"a01335",934,"_934x_","a00934x","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934x_','a01335') WHERE 1;","PAXTON, ROBERT","Holy Ghost's descent, Of the"
1336,"a01336",934,"_934e_","a00934e","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934e_','a01336') WHERE 1;","PAXTON, ROBERT","Humility, Of"
1337,"a01337",934,"_934f_","a00934f","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934f_','a01337') WHERE 1;","PAXTON, ROBERT","Imitating God, Of"
1338,"a01338",934,"_934bb_","a00934bb","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934bb_','a01338') WHERE 1;","PAXTON, ROBERT","Justice and Equity"
1339,"a01339",934,"_934l_","a00934l","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934l_','a01339') WHERE 1;","PAXTON, ROBERT","Living a good life, Of"
1340,"a01340",934,"_934nn_","a00934nn","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934nn_','a01340') WHERE 1;","PAXTON, ROBERT","Lord's Supper, Of the"
1341,"a01341",934,"_934vv_","a00934vv","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934vv_','a01341') WHERE 1;","PAXTON, ROBERT","Loss and gain of the soul"
1342,"a01342",934,"_934ee_","a00934ee","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934ee_','a01342') WHERE 1;","PAXTON, ROBERT","Love, Of"
1343,"a01343",934,"_934i_","a00934i","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934i_','a01343') WHERE 1;","PAXTON, ROBERT","Loving one another, Of"
1344,"a01344",934,"_934t_","a00934t","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934t_','a01344') WHERE 1;","PAXTON, ROBERT","Man's blessed End, Of"
1345,"a01345",934,"_934aa_","a00934aa","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934aa_','a01345') WHERE 1;","PAXTON, ROBERT","Moderation, Of"
1346,"a01346",934,"_934y_","a00934y","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934y_','a01346') WHERE 1;","PAXTON, ROBERT","Our Lord's Incarnation, Of"
1347,"a01347",934,"_934ll_","a00934ll","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934ll_','a01347') WHERE 1;","PAXTON, ROBERT","Parable of the Sower, The"
1348,"a01348",934,"_934n_","a00934n","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934n_','a01348') WHERE 1;","PAXTON, ROBERT","Patience, Of"
1349,"a01349",934,"_934p_","a00934p","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934p_','a01349') WHERE 1;","PAXTON, ROBERT","Peace, Of"
1350,"a01350",934,"_934v_","a00934v","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934v_','a01350') WHERE 1;","PAXTON, ROBERT","Redeeming the time, Of"
1351,"a01351",934,"_934h_","a00934h","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934h_','a01351') WHERE 1;","PAXTON, ROBERT","Repentance, Of"
