kpid,"kwd","acc","acc_txt",acc_int,"namAut","shTitle","kwst",bind_int,"bind_txt"
1153,"communion, unworthy; Easter duty.;","294","a00294",294,"LEWIS, JOHN","Unworthy communion, On","",0,""
1154,"time, use of; White, Mrs., funeral of.;","288","a00288",288,"LEWIS, JOHN","Use of time, On the","",0,""
1155,"sin, venial.;","287","a00287",287,"LEWIS, JOHN","Venial Sin, Of","",0,""
1156,"Holy Ghost.;","286","a00286",286,"LEWIS, JOHN","Worldliness, On","",0,""
1157,"Christians, lukewarm; Boarman, Rev. John; tepidity.;","306","a00306",306,"LIVERS, ARNOLD","Lukewarm Christians, On","",0,""
1158,"penance.;","304","a00304",304,"LIVERS, ARNOLD","Repentance, On","",0,""
1159,"world, spirit of; Boarman, Rev. John.;","305","a00305",305,"LIVERS, ARNOLD","Spirit of the world, On the","",0,""
1160,"God, word of.;","307","a00307",307,"LIVERS, ARNOLD","Word of God, On the","",0,""
1161,"Christ, body and blood of; Lord's Supper; communion.;","1006","a01006",1006,"LORD, JOSEPH","Blood and Body of Christ, The","",0,""
1162,"communion; Lord's Supper.;","999","a00999",999,"LORD, JOSEPH","Cup of Blessing, The","",0,""
1163,"Lord's Supper, duties regarding the; communion.;","1004","a01004",1004,"LORD, JOSEPH","Duties Regarding the Sacrament of the Lord's Supper","",0,""
1164,"Lord's Supper, duties regarding the; communion.;","1005","a01005",1005,"LORD, JOSEPH","Duties Regarding the Sacrament of the Lord's Supper","",0,""
1165,"Lord's Supper, duty in receiving; communion.;","1008","a01008",1008,"LORD, JOSEPH","Duty in the Receiving of the Lord's Supper","",0,""
1166,"Lord's Supper, proper distribution of; communion.;","1001","a01001",1001,"LORD, JOSEPH","Proper Distribution of the Elements of the Sacrament of the Lord's Supper","",0,""
1167,"Lord's Supper; communion.;","998","a00998",998,"LORD, JOSEPH","Sermon Notes on the Lord's Supper","",0,""
1168,"Lord's Supper; communion.;","1007","a01007",1007,"LORD, JOSEPH","Sermon on the Lord's Supper","",0,""
1169,"Lord's Supper; communion.;","1009","a01009",1009,"LORD, JOSEPH","Sermon on the Lord's Supper","",0,""
1170,"Lord's Supper, blessing of the elements of; communion.;","1000","a01000",1000,"LORD, JOSEPH","Sermon on the Sacrament of the Lord's Supper","",0,""
1171,"Lord's Supper; Lord's Supper, exhortation; communion.;","1003","a01003",1003,"LORD, JOSEPH","Sermon on the Sacrament of the Lord's Supper","",0,""
1172,"Lord's Supper, cup in; communion.;","1002","a01002",1002,"LORD, JOSEPH","To Whom is the Cup in the Sacrament a Cup of Blessing?","",0,""
1173,"funeral sermon; sermon, funeral; Carrington, Col. George, funeral of.;","931","a00931",931,"MACRAE, [CHRISTOPHER]","Sermon on the death of Col. George Carrington","",0,""
1174,"priests, doing honor to.;","308","a00308",308,"MANNERS, MATHIAS","Doing honor to priests, On","",0,""
1175,"","310","a00310",310,"MANNERS, MATHIAS","Nativity, On the","",0,""
1176,"Bolton, Rev. John.;","309","a00309",309,"MANNERS, MATHIAS","Peace, On","",0,""
1177,"God, Kingdom of; Kingdom of God;","311","a00311",311,"MARECHAL, AMBROSE","Seek the[e] first Kingdom of God","",0,""
1178,"penance, advantages of.;","413","a00413",413,"MATTHEWS, IGNATIUS","Advantages of doing penance, On the","",0,""
1179,"servant, the wicked, parable; parable of the wicked servant.;","406","a00406",406,"MATTHEWS, IGNATIUS","Charity, On","",0,""
1180,"Pentecost.;","405","a00405",405,"MATTHEWS, IGNATIUS","Communion, On","",0,""
1181,"Eucharist.;","410","a00410",410,"MATTHEWS, IGNATIUS","Communion, On","",0,""
1182,"works, good.;","408","a00408",408,"MATTHEWS, IGNATIUS","Good works, On","",0,""
1183,"fig tree, parable of; parable of the fig tree.;","403","a00403",403,"MATTHEWS, IGNATIUS","Judgment, On","",0,""
1184,"God, obedience to.;","407","a00407",407,"MATTHEWS, IGNATIUS","Obedience to God, On","",0,""
1185,"","411","a00411",411,"MATTHEWS, IGNATIUS","Penance, On","",0,""
1186,"","412","a00412",412,"MATTHEWS, IGNATIUS","Penance, On","",0,""
1187,"sin, original; original sin; sin, relapse into;","404","a00404",404,"MATTHEWS, IGNATIUS","Relapse, On","",0,""
1188,"God, service to.;","409","a00409",409,"MATTHEWS, IGNATIUS","Serving God, On","",0,""
1189,"prayer; prayer, secret; prayer, family; prayer, private; Pharisees, hypocritcal actions of; pride; humility; Great Awakening; enthusiasm, condemnation of.;","669","a00669",669,"MAURY, JAMES","But thou, when thou prayest, enter into thy Closet","",0,""
1190,"prayer; prayer, proper preparation for; prayer, private; prayer, secret; devotion, private; adoration, private; .;","670","a00670",670,"MAURY, JAMES","But thou, when thou prayest, enter into thy Closet","",0,""
1191,"obedience to parents; parents; children, duty to obey parents; obedience to pastors; pastors, obedience to; obedience to magistrates; magistrates, obedience to; Jonathan;.;","680","a00680",680,"MAURY, JAMES","Children, obey your Parents in the Lord","",0,""
1192,"prayer; prayer, efficacy of; prayer, duty and benefit of; salvation; supplication; God, our parent; world, evils of; mercy of God; God, mercy of;.;","677","a00677",677,"MAURY, JAMES","Let your Requests be made known unto God","",0,""
1193,"religion, satisfaction of; happiness; tranquility; peace; mind, peace of; conscience; God, commandments of; Cassandra;.;","672","a00672",672,"MAURY, JAMES","Mark the perfect Man, and behold the upright","",0,""
1194,"Christ as teacher; Nicodemus; Christ, character of; Christ, example of; Lycurgus; Plato; Aristotle; philosophy, ancient; Christianity, philosophy of; Christ, moral system of; Bolingbroke, Lord;.;","676","a00676",676,"MAURY, JAMES","Rabbi, we know, that thou art a Teacher come from God","",0,""
1195,"sermon, funeral; death; Quarles, Miss Sithe; Dunbar, Mr.; God, duty to remember; young people, duty of; young people, sins of; sins, young people's; virtue, study of;.;","673","a00673",673,"MAURY, JAMES","Remember now thy Creator in the Days of thy Youth","",0,""
1196,"Sermon on the Mount; God, the father of all; God, righteousness of; God, Kingdom of; Solomon; Martha; salvation;.;","674","a00674",674,"MAURY, JAMES","Seek ye first the Kingdom of God & his Righteousness, But","",0,""
1197,"Whitsunday; Christ, Ascension of; Christ as Judge; Christ as mediator;.;","679","a00679",679,"MAURY, JAMES","So then, after the Lord had spoken unto them","",0,""
1198,"God, Kingdom of; God, worthy of praise; prayer; God, obedience to; obedience; submission; patience; piety; Green, Bishop William Mercer; God, will of; commandments; meekness; humility; neighbor, love of; world, sins of; .;","675","a00675",675,"MAURY, JAMES","Thy will be done on earth as it is in heaven","",0,""
1199,"flesh, lusts of; spirit; lust, victory over; passion, conflict with reason; reason; original sin; free will; St. Paul; evil, inclination to;.;","671","a00671",671,"MAURY, JAMES","Walk in the Spirit","",0,""
1200,"God, power of; God, worship of;","951","a00951",951,"MCCORKLE, SAMUEL EUSEBIUS","Creation","",0,""
1201,"plundering; American Revolution; Revolution, American.;","952","a00952",952,"MCCORKLE, SAMUEL EUSEBIUS","Crime and Curse of Plundering, The","",0,""
1202,"American Independence; Independence, American.;","954","a00954",954,"MCCORKLE, SAMUEL EUSEBIUS","Sermon for the Anniversary of American Independence, A","",0,""
1203,"false gods, worship of.;","953","a00953",953,"MCCORKLE, SAMUEL EUSEBIUS","Sermon from Deuteronomy, A","",0,""
1204,"Creation; man, creation of.;","957","a00957",957,"MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Creation of Man, A","",0,""
1205,"law of God; Sprague, Rev. William B.; God, law of;","955","a00955",955,"MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Law of God, A","",0,""
1206,"law of God; God, law of.;","956","a00956",956,"MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Law of God, A","",0,""
1207,"slavery; McCorkle, Samuel Eusebius.;","933","a00933",933,"MEACHAM, JAMES","Sermon against slavery","",0,""
1208,"Christ's yoke, easiness of;","958","a00958",958,"MILLER, ROBERT JOHNSTON","Sermon on Matthew 11, 28-30","",0,""
1209,"sermons, hearing; Beadnall, Rev. James.;","312","a00312",312,"MOLYNEUX, RICHARD","Hearing sermons diligently, On","",0,""
1210,"Bolton, Rev. John.;","315","a00315",315,"MOLYNEUX, ROBERT","Ascension, On the","",0,""
1211,"death.;","314","a00314",314,"MOLYNEUX, ROBERT","Ash Wednesday, On","",0,""
1212,"miracle, of the loaves and fishes; duty, Easter; loaves and fishes, miracle of.;","313","a00313",313,"MOLYNEUX, ROBERT","Easter duty, On","",0,""
1213,"","320","a00320",320,"MOLYNEUX, ROBERT","Fasting, On","",0,""
1214,"","319","a00319",319,"MOLYNEUX, ROBERT","Gospel, On the","",0,""
1215,"","318","a00318",318,"MOLYNEUX, ROBERT","Nativity, On the","",0,""
1216,"Bolton, Rev. John.;","316","a00316",316,"MOLYNEUX, ROBERT","Prayer, On","",0,""
1217,"","317","a00317",317,"MOLYNEUX, ROBERT","Repentance, On","",0,""
1218,"","317a","a00317a",317,"MOLYNEUX, ROBERT","Repentance, On","",0,""
1219,"fast;","681","a00681",681,"MONCURE, JOHN","Fast appointed by public authority, For a","",0,""
1220,"sermon, fast; French and Indian War; Tillotson, Archbishop John; Ahab; humility; God, judgments of; Ash Wednesday;","468","a00468",468,"MONCURE, JOHN","Fast Sermon Preached in 1756 on I Kings 21:29, A","",0,""
1221,"Boarman, Rev. Sylvester.;","458","a00458",458,"MORRIS, PETER","Nativity, On the","",0,""
1222,"Bourdaloue, Rev. Louis.;","326","a00326",326,"MOSLEY, JOSEPH","Ascension, On the","",0,""
1223,"Easter; Resurrection; Bolton, Rev. John; Blake, Mrs.; Darrell, William.;","328","a00328",328,"MOSLEY, JOSEPH","Easter Sunday, On","",0,""
1224,"time, use of.;","324","a00324",324,"MOSLEY, JOSEPH","Good Use of Time, On ye","",0,""
1225,"sacrifice.;","322","a00322",322,"MOSLEY, JOSEPH","Mass, 1st Discourse on the","",0,""
1226,"sacrifice.;","323","a00323",323,"MOSLEY, JOSEPH","Mass, 3rd Discourse on the","",0,""
1227,"Bourdaloue, Rev. Louis.;","1033","a01033",1033,"MOSLEY, JOSEPH","Nativity of our Lord, On ye","",0,""
1228,"suffering in this world.;","321","a00321",321,"MOSLEY, JOSEPH ","Sermon for ye 6th Sunday after ye Epiphany, A","",0,""
1229,"Cross, sign of the; Stigmata.;","327","a00327",327,"MOSLEY, JOSEPH","Sign of the Cross, On ye","",0,""
1230,"Loyola, St. Ignatius.;","235v","a00235v",235,"MOSLEY, JOSEPH","St Ignatius, On","",0,""
1231,"Loyola, St. Ignatius.;","325","a00325",325,"MOSLEY, JOSEPH","St. Ignatius, On","",0,""
1232,"Christ, Ascension of.;","334","a00334",334,"NEALE, BENNET","Ascension of our Lord, The","",0,""
1233,"charity, Christian.;","330","a00330",330,"NEALE, BENNET","Christian Charity","",0,""
1234,"works, good; good works; salvation; faith, saving.;","302","a00302",302,"NEALE, BENNET","Faith & Good Works, Upon","",0,""
1235,"Mass; sacrifice.;","332","a00332",332,"NEALE, BENNET","Holy Sacrifice of Mass, Upon the","",0,""
1236,"penitence; sins, forgiveness of; sinners, penitent; Magdalene, Mary; Mary Magdalene.;","335","a00335",335,"NEALE, BENNET","Madgalain, or ye. Poenitent Sinner","",0,""
1237,"","329","a00329",329,"NEALE, BENNET","Passion Sermon","",0,""
1238,"death, preparation for; Crasset, Rev. Jean.;","337","a00337",337,"NEALE, BENNET","Preparation for Death, On","",0,""
1239,"Hornall, Nic.; Spire, Georg; Mannin, Cath.; Christ, resurrection of;","333","a00333",333,"NEALE, BENNET","Resurrection, On the","",0,""
1240,"worldly affairs, retirement from.;","331","a00331",331,"NEALE, BENNET","Retirement from Worldly affairs","",0,""
1241,"St. Thomas of Canterbury; Canterbury, St. Thomas of; persecution.;","336","a00336",336,"NEALE, BENNET","Self-love, On","",0,""
1242,"Bitouzey, Rev. Germain Barnabas; mortality.;","338","a00338",338,"NEALE, HENRY","Ash Wednesday","",0,""
1243,"faith; works, good; good works.;","341","a00341",341,"NEALE, HENRY","Faith, On","",0,""
1244,"judgment;","340","a00340",340,"NEALE, HENRY","General Judgm[en]t","",0,""
1245,"patience, God's; sinners, God's patience toward; Williams, Rev. John.;","339","a00339",339,"NEALE, HENRY","God's patience towards sinners, On","",0,""
1246,"","348","a00348",348,"NEALE, LEONARD","Charity, On","",0,""
1247,"","349","a00349",349,"NEALE, LEONARD","Charity, On","",0,""
1248,"neighbor, condemning one's.;","354","a00354",354,"NEALE, LEONARD","Condemning one's neighbor, On","",0,""
1249,"sin, sorrow for.;","344","a00344",344,"NEALE, LEONARD","Contrition, On","",0,""
1250,"","375","a00375",375,"NEALE, LEONARD","Easter, On","",0,""
1251,"","372","a00372",372,"NEALE, LEONARD","Eternity, On","",0,""
1252,"abstinence.;","350","a00350",350,"NEALE, LEONARD","Fasting, On","",0,""
1253,"Lent.;","373","a00373",373,"NEALE, LEONARD","Fasting, On","",0,""
1254,"","351","a00351",351,"NEALE, LEONARD","Gluttony, On","",0,""
1255,"evangelism.;","364","a00364",364,"NEALE, LEONARD","Great commission, On the","",0,""
1256,"works.;","356","a00356",356,"NEALE, LEONARD","Importance of works, On the","",0,""
1257,"","346","a00346",346,"NEALE, LEONARD","Judgment, On","",0,""
1258,"Cana, marriage feast of.;","342","a00342",342,"NEALE, LEONARD ","Marriage, On","",0,""
1259,"Cross, creeping to the; humility.;","369","a00369",369,"NEALE, LEONARD","Obedience, On","",0,""
1260,"Holy Orders.;","361","a00361",361,"NEALE, LEONARD","Ordination, On ","",0,""
1261,"Holy Orders.;","362","a00362",362,"NEALE, LEONARD","Ordination, On","",0,""
1262,"redemption.;","352","a00352",352,"NEALE, LEONARD","Passion, On the","",0,""
1263,"","345","a00345",345,"NEALE, LEONARD","Penance, On","",0,""
1264,"Lord, spirit of the; Holy Ghost.;","363","a00363",363,"NEALE, LEONARD","Pentecost, On","",0,""
1265,"","358","a00358",358,"NEALE, LEONARD","Prayer, On","",0,""
1266,"death, preparation for; Harbert, Pricella; Neale, Rev. Francis.;","370","a00370",370,"NEALE, LEONARD","Preparation for Death, On","",0,""
1267,"judgment, preparation for; works.;","357","a00357",357,"NEALE, LEONARD","Preparation for judgment, On","",0,""
1268,"","359","a00359",359,"NEALE, LEONARD","Pride, On","",0,""
1269,"","343","a00343",343,"NEALE, LEONARD","Purification, On the","",0,""
1270,"sin, relapse into.;","374","a00374",374,"NEALE, LEONARD","Relapse, On","",0,""
1271,"commitment.;","367","a00367",367,"NEALE, LEONARD","Renunciation of the world, On","",0,""
1272,"Neale, Rev. Francis.;","353","a00353",353,"NEALE, LEONARD","Repentance, On","",0,""
1273,"penance.;","366","a00366",366,"NEALE, LEONARD","Repentance, On","",0,""
1274,"Neale, Rev. Francis.;","376","a00376",376,"NEALE, LEONARD","Repentance, On","",0,""
1275,"Pharisees; justice.;","360","a00360",360,"NEALE, LEONARD","Scribes and Pharisees, On the","",0,""
1276,"John the Baptist.;","365","a00365",365,"NEALE, LEONARD","St. John the Baptist, On","",0,""
1277,"temptation.;","368","a00368",368,"NEALE, LEONARD","Steadfastness, On","",0,""
1278,"Christ, transfiguration of;","371","a00371",371,"NEALE, LEONARD","Transfiguration, On the","",0,""
1279,"thoughts, unclean.;","355","a00355",355,"NEALE, LEONARD","Unclean thoughts, On","",0,""
1280,"God, word of.;","347","a00347",347,"NEALE, LEONARD","Word of God, On the","",0,""
1281,"regulators.;","959","a00959",959,"PAT(T)ILLO, HENRY","Discourse on Regulators in 1768","",0,""
1282,"God, Kingdom of;","960","a00960",960,"PAT(T)ILLO, HENRY","Kingdom of God shall be taken from you, The","",0,""
1283,"Word, preach the;","962","a00962",962,"PAT(T)ILLO, HENRY","Preach the Word","",0,""
1284,"God, compassion of; God, love of;","961","a00961",961,"PAT(T)ILLO, HENRY","Sermon #14 from Psalm LXXIII. 25th, A","",0,""
1285,"evil, speak no; meekness;.;","934kk","a00934kk",934,"PAXTON, ROBERT","Against evil speaking","",0,""
1286,"death, fear of;.;","934mm","a00934mm",934,"PAXTON, ROBERT","Against the fear of death","",0,""
1287,"afflictions.;","934pp","a00934pp",934,"PAXTON, ROBERT","Anent afflictions","",0,""
1288,"angels, children's; angels, guardian; children, importance of to God; Tillotson, Archbishop John;","934o","a00934o",934,"PAXTON, ROBERT","Angels, Of","",0,""
1289,"","934c","a00934c",934,"PAXTON, ROBERT","Anger, Of","",0,""
1290,"living righteously;","934z","a00934z",934,"PAXTON, ROBERT","Blameless living, Of","",0,""
1291,"sin, burden of.;","934oo","a00934oo",934,"PAXTON, ROBERT","Burdens of sin, Of the","",0,""
1292,"Christ, mystical body of;","934jj","a00934jj",934,"PAXTON, ROBERT","Christ our head","",0,""
1293,"temptation of Christ.;","934uu","a00934uu",934,"PAXTON, ROBERT","Christ tempted","",0,""
1294,"crucifixion of Christ; Christ, crucifixion of; Christ, passion of; sin, cause of crucifixion; sin, God's abhorrence of; salvation through Christ;","934w","a00934w",934,"PAXTON, ROBERT","Christ's Crucifixion, Of","",0,""
1295,"crucifixion.;","934gg","a00934gg",934,"PAXTON, ROBERT","Christ's Passion, Of","",0,""
1296,"Christ as advocate for sinners; sinners, Christ's advocacy for;.;","934cc","a00934cc",934,"PAXTON, ROBERT","Christ's propitiation, Of","",0,""
1297,"resurrection of Christ.;","934j","a00934j",934,"PAXTON, ROBERT","Christ's Resurrection, Of","",0,""
1298,"salvation; moderation;","934r","a00934r",934,"PAXTON, ROBERT","Christian race, Of the","",0,""
1299,"sea dangers, deliverance from.;","934qq","a00934qq",934,"PAXTON, ROBERT","Deliverance from sea dangers","",0,""
1300,"Christ's yoke, easiness of.;","934rr","a00934rr",934,"PAXTON, ROBERT","Easiness of Christ's yoke, The","",0,""
1301,"Christians, examples to;.;","934tt","a00934tt",934,"PAXTON, ROBERT","Examples to Christians","",0,""
1302,"","934ff","a00934ff",934,"PAXTON, ROBERT","Fast Sermon, A","",0,""
1303,"faith.;","934g","a00934g",934,"PAXTON, ROBERT","Fortitude & resolution, of","",0,""
1304,"Paxton, John; Humby, Scotland.;","934","a00934",934,"PAXTON, ROBERT","Fourtie eight sermons preached by Mr. Robert Paxton","",0,""
1305,"purity.;","934q","a00934q",934,"PAXTON, ROBERT","Future happiness, Of","",0,""
1306,"happiness;.;","934ii","a00934ii",934,"PAXTON, ROBERT","Godliness maketh Happy","",0,""
1307,"gospel, power of; Gospel, excellence of;","934hh","a00934hh",934,"PAXTON, ROBERT","Gospel light","",0,""
1308,"descent of the Holy Ghost.;","934x","a00934x",934,"PAXTON, ROBERT","Holy Ghost's descent, Of the","",0,""
1309,"humility;","934e","a00934e",934,"PAXTON, ROBERT","Humility, Of","",0,""
1310,"God, belief in; God, worship of;","934f","a00934f",934,"PAXTON, ROBERT","Imitating God, Of","",0,""
1311,"equity, and justice; Tillotson, Archbishop John; Golden Rule; obedience; trust; power, right use of;","934bb","a00934bb",934,"PAXTON, ROBERT","Justice and Equity","",0,""
1312,"redemption.;","934l","a00934l",934,"PAXTON, ROBERT","Living a good life, Of","",0,""
1313,"Apostles; Newcome, Rev. Peter; sacrament; salvation;","934nn","a00934nn",934,"PAXTON, ROBERT","Lord's Supper, Of the","",0,""
1314,"soul, loss and gain of the;.;","934vv","a00934vv",934,"PAXTON, ROBERT","Loss and gain of the soul","",0,""
1315,"","934ee","a00934ee",934,"PAXTON, ROBERT","Love, Of","",0,""
1316,"love one another;","934i","a00934i",934,"PAXTON, ROBERT","Loving one another, Of","",0,""
1317,"Christ, salvation through; heaven, joys of;","934t","a00934t",934,"PAXTON, ROBERT","Man's blessed End, Of","",0,""
1318,"","934aa","a00934aa",934,"PAXTON, ROBERT","Moderation, Of","",0,""
1319,"Incarnation of Christ; Christ, incarnation of;.;","934y","a00934y",934,"PAXTON, ROBERT","Our Lord's Incarnation, Of","",0,""
1320,"sower, parable of.;","934ll","a00934ll",934,"PAXTON, ROBERT","Parable of the Sower, The","",0,""
1321,"","934n","a00934n",934,"PAXTON, ROBERT","Patience, Of","",0,""
1322,"","934p","a00934p",934,"PAXTON, ROBERT","Peace, Of","",0,""
1323,"time, redeeming the; death, preparation for; conscience, good; good works; duty, Christian; Tillotson, Archbishop John;","934v","a00934v",934,"PAXTON, ROBERT","Redeeming the time, Of","",0,""
1324,"","934h","a00934h",934,"PAXTON, ROBERT","Repentance, Of","",0,""
1325,"Christ, resurrection of.;","934b","a00934b",934,"PAXTON, ROBERT","Resurrection of Christ, Of the","",0,""
1326,"Last Supper;","934m","a00934m",934,"PAXTON, ROBERT","Sacrament, Of the","",0,""
1327,"","934dd","a00934dd",934,"PAXTON, ROBERT","Sacrament, Of the","",0,""
1328,"grace of God.;","934k","a00934k",934,"PAXTON, ROBERT","Salvation, Of","",0,""
1329,"Christ, divinity of; faith.;","934a","a00934a",934,"PAXTON, ROBERT","Son of God, The","",0,""
1330,"Christ, imitation of; imitation of Christ; Christ's yoke, easiness of;","934ss","a00934ss",934,"PAXTON, ROBERT","Souls rest, The","",0,""
1331,"tares and wheat, parable of;","934d","a00934d",934,"PAXTON, ROBERT","Tares in the Church, Of the","",0,""
1332,"man, upright; man, sins of; wisdom;","934u","a00934u",934,"PAXTON, ROBERT","Walking Circumspectly, Of","",0,""
1333,"fearing God, the wisdom of.;","934s","a00934s",934,"PAXTON, ROBERT","Wisdom of fearing God, The","",0,""
1334,"Loyal Society of Citizens; James II; Howard, Gov. Francis; loyalty to church; loyalty to crown;","935","a00935",935,"PEAD, DEUEL","Sermon Preached at James City in Virginia, A","",0,""
1335,"children;","969a","a00969a",969,"PETTIGREW, CHARLES ","Cause of Children Advocated, The","",0,""
1336,"children.;","969","a00969",969,"PETTIGREW, CHARLES","Cause of Children Advocated, The","",0,""
1337,"children; hymn.;","970","a00970",970,"PETTIGREW, CHARLES","Cause of young children advocated, The","",0,""
1338,"death; hymn.;","976","a00976",976,"PETTIGREW, CHARLES","Certainty of Death, On the","",0,""
1339,"Judas, character of; hymn.;","978","a00978",978,"PETTIGREW, CHARLES","Character of Judas, On the","",0,""
1340,"hymn; Job; eternal life; Moses; crucifixion; serpent, brazen.;","981","a00981",981,"PETTIGREW, CHARLES","Discourse on the Analogy between Christ crucified, & the brazen Serpent, A","",0,""
1341,"God, duty to; God, fear of; man, duty to God;","980","a00980",980,"PETTIGREW, CHARLES","Duty of Man to his Creator, On the","",0,""
1342,"rebirth; Wynn, Mrs., funeral of; sermon, funeral.;","979","a00979",979,"PETTIGREW, CHARLES","Except a man be born again He cannot see the Kingdom of God","",0,""
1343,"thanksgiving sermon; American Revolution; Revolutionary War; political sermon; Sermon on 1 Sam. xii. 24, 25, A.;","13 ","a00013 ",13,"PETTIGREW, CHARLES ","Fear, & service of god, The ","",0,""
1344,"children; sermon, funeral; funeral, child's; hymn.;","974","a00974",974,"PETTIGREW, CHARLES","Gracious Declarations of Christ in favor of Little Children, On the","",0,""
1345,"children; sermon, funeral; funeral, child's; hymn.;","975","a00975",975,"PETTIGREW, CHARLES","Gracious Declarations of Christ in favor of little children, On the","",0,""
1346,"sermon, thanksgiving; Duche, Rev.; thanksgiving sermon; war; ","967","a00967",967,"PETTIGREW, CHARLES ","Gratitude to God, On","",0,""
1347,"children; hymn.;","971","a00971",971,"PETTIGREW, CHARLES","Infant's Cause advocated, The","",0,""
1348,"children; hymn.;","972","a00972",972,"PETTIGREW, CHARLES","Infant's Cause advocated, The","",0,""
1349,"","973","a00973",973,"PETTIGREW, CHARLES","Infant's Cause advocated, The","",0,""
1350,"faith; eternal life; hymn.;","963","a00963",963,"PETTIGREW, CHARLES ","Love of God in the salvation of man, The","",0,""
1351,"love; God is Love; hymn.;","964","a00964",964,"PETTIGREW, CHARLES ","Origin of Love, The","",0,""
1352,"hymn.;","977","a00977",977,"PETTIGREW, CHARLES","Self-examination, On","",0,""
1353,"love of God; God is Love; hymn.;","965","a00965",965,"PETTIGREW, CHARLES ","Sermon on The Love of God, A","",0,""
1354,"Name of God, profanation of; profanity; profanation of the name of God; Knox, Dr.; Secker, Archbishop;","966","a00966",966,"PETTIGREW, CHARLES ","Sermon on the profanation of the name of God, A","",0,""
1355,"eternal life; life, eternal.;","968","a00968",968,"PETTIGREW, CHARLES ","What is to be done for the inheritance of eternal life, On","",0,""
1356,"repentance.;","378","a00378",378,"PILE, HENRY","Advent, On","",0,""
1357,"Ascension of Christ; Christ, Ascension of; Matthews, Rev. Ignatius.;","383","a00383",383,"PILE, HENRY","Ascensionis, In festo","",0,""
1358,"faith.;","385","a00385",385,"PILE, HENRY","Creed, On the","",0,""
1359,"Communion, preparation for.;","396","a00396",396,"PILE, HENRY","Easter duty, On","",0,""
1360,"Beatitudes.;","384","a00384",384,"PILE, HENRY","Eight Beatitudes, On ye","",0,""
1361,"Corpus Christi; Eucharist.;","303","a00303",303,"PILE, HENRY","Feast of Corpus Christi, On the","",0,""
1362,"sinners, God's mercy toward; mercy of God.;","390","a00390",390,"PILE, HENRY","God's mercy towards sinners, On","",0,""
1363,"","393","a00393",393,"PILE, HENRY","Humility, On","",0,""
1364,"children.;","392","a00392",392,"PILE, HENRY","Innocence, On","",0,""
1365,"","394","a00394",394,"PILE, HENRY","Judgment, On","",0,""
1366,"neighbor, love of; charity.;","398","a00398",398,"PILE, HENRY","Love of our neighbor, Of ye","",0,""
1367,"enemies, love of.;","399","a00399",399,"PILE, HENRY","Loving our enemies, On","",0,""
1368,"","388","a00388",388,"PILE, HENRY","Marriage, On","",0,""
1369,"enemies, pardoning one's; forgiveness; servant, the wicked.;","377","a00377",377,"PILE, HENRY","Pardoning one's enemies, On","",0,""
1370,"crucifixion.;","382","a00382",382,"PILE, HENRY","Passion, On the","",0,""
1371,"Holy Spirit; lukewarmness; commitment.;","380","a00380",380,"PILE, HENRY","Pentecost, On","",0,""
1372,"","386","a00386",386,"PILE, HENRY","Perseverance, Of","",0,""
1373,"death, preparation for.;","400","a00400",400,"PILE, HENRY","Preparation for Death, On","",0,""
1374,"sin, remedies for; repentance.;","401","a00401",401,"PILE, HENRY","Remedies for sin, On","",0,""
1375,"","391","a00391",391,"PILE, HENRY","Resurrection, On the","",0,""
1376,"","395","a00395",395,"PILE, HENRY","Resurrection, On the","",0,""
1377,"","397","a00397",397,"PILE, HENRY","Resurrection, On the","",0,""
1378,"conversion, sincere.;","387","a00387",387,"PILE, HENRY","Sincere conversion, On","",0,""
1379,"slavery; human respects; respects, human; liberty; free thought.;","379","a00379",379,"PILE, HENRY","Slavery to human respects, On","",0,""
1380,"Church, true.;","381","a00381",381,"PILE, HENRY","True church, On the one","",0,""
1381,"God, word of.;","389","a00389",389,"PILE, HENRY","Word of God, On the","",0,""
1382,"","464","a00464",464,"PLUNKETT, ROBERT","Circumcision, On the","",0,""
1383,"","459","a00459",459,"PLUNKETT, ROBERT","Epiphany","",0,""
1384,"Matthews, Rev. Ignatius; Name of Jesus, the.;","463","a00463",463,"PLUNKETT, ROBERT","Feast of the name of Jesus, On the","",0,""
1385,"salvation, importance of.;","461","a00461",461,"PLUNKETT, ROBERT","Importance of Salvation, The","",0,""
1386,"","462","a00462",462,"PLUNKETT, ROBERT","Profanity, On","",0,""
1387,"Boarman, Rev. Sylvester.;","465","a00465",465,"PLUNKETT, ROBERT","Resurrection, On the ","",0,""
1388,"sanctity, vocation to.;","460","a00460",460,"PLUNKETT, ROBERT","Vocation to Sanctity, On our","",0,""
1389,"Loyola, St. Ignatius.;","402","a00402",402,"PULTON, THOMAS","Festa Sancti P. Ignatii, In","",0,""
1390,"Christ's love; Christ, salvation through; man, burden of;","1012","a01012",1012,"PURCELL, HENRY","Come unto me all ye that labour","",0,""
1391,"love.;","936","a00936",936,"REED, GEORGE A.","Every one that loveth is born of God","",0,""
1392,"belief.;","938","a00938",938,"REED, GEORGE A.","Sermon on 2 Cor. 4. 13","",0,""
1393,"","222","a00222",222,"ROELS, BENJAMIN LOUIS","Ascension, On the","",0,""
